ItemSku,SKU,SkuVendorCode,SkuName,Product Type,VendorCode,Country,status,VendorType,SiteName,Plant Type,WarehouseName
BB-DELUXECLP,Bloomsy Deluxe,Bloomsy DeluxeMULT,Bloomsy Deluxe,Mixed,MULT,MULT,Active,Floral,Bloomsy Deluxe,Suscription,
DELUXE,Bloomsy Deluxe,Bloomsy DeluxeMULT,Bloomsy Deluxe,Mixed,MULT,MULT,Active,Floral,Bloomsy Deluxe,Suscription,
NINTDLX,Bloomsy Deluxe,Bloomsy DeluxeMULT,Bloomsy Deluxe,Mixed,MULT,MULT,Active,Floral,Bloomsy Deluxe,Suscription,
SQ1726938,Bloomsy Deluxe,Bloomsy DeluxeMULT,Bloomsy Deluxe,Mixed,MULT,MULT,Active,Floral,Bloomsy Deluxe,Suscription,
SQ3902348,Bloomsy Deluxe,Bloomsy DeluxeMULT,Bloomsy Deluxe,Mixed,MULT,MULT,Active,Floral,Bloomsy Deluxe,Suscription,
WHLSQ1726938,Bloomsy Deluxe,Bloomsy DeluxeMULT,Bloomsy Deluxe,Mixed,MULT,MULT,Active,Floral,Bloomsy Deluxe,Suscription,
BBEUCALYP-8,Bloomsy Eucalyptus,Bloomsy EucalyptusKNF,Bloomsy Eucalyptus,Bunch,KNF,USA,Inactive,Floral,Bloomsy Eucalyptus,One Time,
BBEucalyptus,Bloomsy Eucalyptus,Bloomsy EucalyptusKNF,Bloomsy Eucalyptus,Bunch,KNF,USA,Inactive,Floral,Bloomsy Eucalyptus,One Time,
BB-ORIGINALCLP,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
BloomsyMX1:2023-06-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
BloomsyMX1:2023-07-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
BloomsyMX1:2023-08-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
BloomsyMX1:2023-09-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
BloomsyMX1:2023-10-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
BloomsyMX1:2023-11-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
BloomsyMX1:2023-12-01T00:00:00.000Z,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
original,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
SQ2329328,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
SQ7650853,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
SQ9055034,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
SQ9178530,Bloomsy Original,Bloomsy OriginalMULT,Bloomsy Original,Mixed,MULT,MULT,Active,Floral,Bloomsy Original,Suscription,
BB-PET-SAFE,Bloomsy Pet safe,Bloomsy Pet safeMULT,Bloomsy Pet safe,Mixed,MULT,MULT,Active,Floral,Bloomsy Pet safe,Suscription,
NINTPET-SAFE,Bloomsy Pet safe,Bloomsy Pet safeMULT,Bloomsy Pet safe,Mixed,MULT,MULT,Active,Floral,Bloomsy Pet safe,Suscription,
Pet-Friendly,Bloomsy Pet safe,Bloomsy Pet safeMULT,Bloomsy Pet safe,Mixed,MULT,MULT,Active,Floral,Bloomsy Pet safe,Suscription,
BB-PLANTS,Bloomsy Plants,Bloomsy PlantsMULT,Bloomsy Plants,Plants,MULT,MULT,Active,Floral,Bloomsy Plants,Suscription,
BB-PLANTS:2023-05-01,Bloomsy Plants,Bloomsy PlantsMULT,Bloomsy Plants,Plants,MULT,MULT,Active,Floral,Bloomsy Plants,Suscription,
WHLBB-PLANTS,Bloomsy Plants,Bloomsy PlantsMULT,Bloomsy Plants,Plants,MULT,MULT,Active,Floral,Bloomsy Plants,Suscription,
Zest-BB-PLANTS,Bloomsy Plants,Bloomsy PlantsMULT,Bloomsy Plants,Plants,MULT,MULT,Active,Floral,Bloomsy Plants,Suscription,
B0BT2338MJ,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BB-PREMIUMCLP,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BB330-32,BB330-32,BB330-32FSN,Premium,Mixed,FSN,Ecuador,Active,Floral,Premium,One Time,
BloomsyMX1:2021-07-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2021-08-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2021-09-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2021-10-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2021-11-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2021-12-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2022-01-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2022-02-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2022-03-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2022-04-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2022-05-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2022-06-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2022-07-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2022-08-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2022-09-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2022-10-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2022-11-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2022-12-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2023-01-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2023-02-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2023-03-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2023-04-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
BloomsyMX1:2023-05-01T00:00:00.000Z,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
PREMIUM,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
PREMIUM_BB065-34,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
SQ3660254,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
SQ8862610,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
Zest-SQ8862610,Bloomsy Premium,Bloomsy PremiumMULT,Bloomsy Premium,Mixed,MULT,MULT,Active,Floral,Bloomsy Premium,Suscription,
B0BT22VXR6,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BLOOMSY ROSES,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2021-07-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2021-08-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2021-09-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2021-10-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2021-11-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2021-12-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2022-01-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2022-02-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2022-03-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2022-04-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2022-05-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2022-06-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2022-07-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2022-08-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2022-09-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2022-10-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2022-11-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2022-12-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2023-01-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2023-02-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2023-03-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2023-04-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2023-05-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2023-06-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2023-07-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2023-08-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2023-09-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2023-10-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2023-11-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BloomsyPR1:2023-12-01T00:00:00.000Z,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
MS24-12M,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
MS24-3M,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
MS24MTM,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
SQ8883055,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
SQBR12M,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
SQBRM24,Bloomsy Roses,Bloomsy RosesMULT,Bloomsy Roses,Roses,MULT,MULT,Active,Floral,Bloomsy Roses,Suscription,
BB-SG-MIXED,Bloomsy SuperGift,Bloomsy SuperGiftMULT,Bloomsy SuperGift,Mixed,MULT,MULT,Active,Floral,Bloomsy SuperGift,One Time,
BB-Tropical,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,UNKN,Active,Floral,Bloomsy Tropical,Suscription,
BB-Tropical:2023-06-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,
BB-Tropical:2023-07-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,
BB-Tropical:2023-08-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,
BB-Tropical:2023-09-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,
BB-Tropical:2023-10-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,
BB-Tropical:2023-11-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,
BB-Tropical:2023-12-01,Bloomsy Tropical,Bloomsy TropicalMGF,Bloomsy Tropical,Tropical,MGF,Ecuador,Active,Floral,Bloomsy Tropical,Suscription,
SQ31000620,Bloomsy Weekly,Bloomsy WeeklyMULT,Bloomsy Weekly,Mixed,MULT,MULT,Active,Floral,Bloomsy Weekly,Suscription,
SQ3100795,Bloomsy Weekly,Bloomsy WeeklyMULT,Bloomsy Weekly,Mixed,MULT,MULT,Active,Floral,Bloomsy Weekly,Suscription,
BLU685,BLU685,BLU685ELT,Freedom,Blue Blossom,ELT,Colombia,Active,Floral,Freedom,One Time,
BLU689,BLU689,BLU689ELT,Pink mondial,Blue Blossom,ELT,Colombia,Active,Floral,Pink mondial,One Time,
BLU692,BLU692,BLU692ELT,Pink Expression,Blue Blossom,ELT,Colombia,Active,Floral,Pink Expression,One Time,
BLU695,BLU695,BLU695ELT,Pink Floid,Blue Blossom,ELT,Colombia,Active,Floral,Pink Floid,One Time,
BLU695_P,BLU695,BLU695ELT,Pink Floid,Blue Blossom,ELT,Colombia,Active,Floral,Pink Floid,One Time,
BLU697,BLU697,BLU697ELT,Brighton,Blue Blossom,ELT,Colombia,Active,Floral,Brighton,One Time,
BLU697_B,BLU697,BLU697ELT,Brighton,Blue Blossom,ELT,Colombia,Active,Floral,Brighton,One Time,
BLU699,BLU699,BLU699ELT,Magic Times,Blue Blossom,ELT,Colombia,Active,Floral,Magic Times,One Time,
BLU701,BLU701,BLU701ELT,Christa,Blue Blossom,ELT,Colombia,Active,Floral,Christa,One Time,
BLU701_C,BLU701,BLU701ELT,Christa,Blue Blossom,ELT,Colombia,Active,Floral,Christa,One Time,
BLU705,BLU705,BLU705ELT,Free Spirit,Blue Blossom,ELT,Colombia,Active,Floral,Free Spirit,One Time,
BLU707,BLU707,BLU707ELT,Candelight,Blue Blossom,ELT,Colombia,Active,Floral,Candelight,One Time,
BB-ClippersFBM,Clipper,ClipperMULT,Florist Clippers,AddOn,MULT,MULT,Active,Hargoods,Florist Clippers,One Time,
CLIPPER,Clipper,ClipperMULT,Florist Clippers,AddOn,MULT,MULT,Active,Hargoods,Florist Clippers,One Time,
Coupon,Coupon,CouponMULT,Coupon,Coupon,MULT,MULT,Inactive,Floral,UNKN,One Time,
ELTRAIROS25VAS,ELTRAIROS25VAS,ELTRAIROS25VASOTH,ELTRAIROS25VAS,Roses,OTH,Others,Inactive,Floral,UNKN,One Time,
GIVEAWAY_RED-ROSE,GIVEAWAY_RED-ROSE,GIVEAWAY_RED-ROSEOTH,GIVEAWAY_RED-ROSE,Roses,OTH,Others,Inactive,Floral,UNKN,One Time,
HARDGOODS -CANDLE,HARDGOODS -CANDLE,HARDGOODS -CANDLEMULT,HARDGOODS -CANDLE,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
HARDGOODS-AA ECO MEDIUM,HARDGOODS-AA ECO MEDIUM,HARDGOODS-AA ECO MEDIUMMULT,AA ECO MEDIUM,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
HARDGOODS-BOX CANDLE,HARDGOODS-BOX CANDLE,HARDGOODS-BOX CANDLEMULT,HARDGOODS-BOX CANDLE,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
HARDGOODS-BOXES,HARDGOODS-BOXES,HARDGOODS-BOXESMULT,Boxes,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
HARDGOODS-CORRUG. CANDLE BOXES,HARDGOODS-CORRUG. CANDLE BOXES,HARDGOODS-CORRUG. CANDLE BOXESMULT,HARDGOODS-CORRUG. CANDLE BOXES,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
HARDGOODS-CT,HARDGOODS-CT,HARDGOODS-CTMULT,Cable Tie,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
HARDGOODS-FF,HARDGOODS-FF,HARDGOODS-FFMULT,HARDGOODS-FF,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
HARDGOODS-FOAM,HARDGOODS-FOAM,HARDGOODS-FOAMMULT,Foam,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
HARDGOODS-KP,HARDGOODS-KP,HARDGOODS-KPMULT,Others,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
HARDGOODS-NYBG_CARDS,HARDGOODS-NYBG_CARDS,HARDGOODS-NYBG_CARDSMULT,Others,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
HARDGOODS-PF_RED,HARDGOODS-PF_RED,HARDGOODS-PF_REDMULT,Others,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
HARDGOODS-QRC,HARDGOODS-QRC,HARDGOODS-QRCMULT,QRC,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
HARDGOODS-SHL,HARDGOODS-SHL,HARDGOODS-SHLMULT,Others,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
HARDOODS-PLEGABLES WELCOME,HARDOODS-PLEGABLES WELCOME,HARDOODS-PLEGABLES WELCOMEMULT,Welcome Kit,Hardgoods,MULT,MULT,Active,Hargoods,Multiple,One Time,
ISBL_PERSONAL ITEM,ISBL_PERSONAL ITEM,ISBL_PERSONAL ITEMOTH,ISBL_PERSONAL ITEM,Others,OTH,Others,Active,Floral,Others,One Time,
JT-Y007-DRZ7,JT-Y007-DRZ7,JT-Y007-DRZ7MULT,One time,Mixed,MULT,MULT,Inactive,Floral,UNKN,One Time,
JUAN PALACIO,JUAN PALACIO,JUAN PALACIOOTH,JUAN PALACIO,Others,OTH,Others,Active,Floral,Others,One Time,
Bloomsybox Bouquet - Nikka x Bloomsybox Bouquet,Nikka x Bloomsybox Bouquet,Nikka x Bloomsybox BouquetMULT,Nikka x Bloomsybox Bouquet,Mixed,MULT,MULT,Inactive,Floral,UNKN,One Time,
BB-NYBGCLPTT,NYBG,NYBGMULT,NYBG,Mixed,MULT,MULT,Active,Floral,NYBG,Suscription,
BBNYBGLA,NYBG,NYBGMULT,NYBG,Mixed,MULT,MULT,Active,Floral,NYBG,Suscription,
NINTNYBG,NYBG,NYBGMULT,NYBG,Mixed,MULT,MULT,Active,Floral,NYBG,Suscription,
WHLBBNYBGLA,NYBG,NYBGMULT,NYBG,Mixed,MULT,MULT,Active,Floral,NYBG,Suscription,
Zest-BBNYBGLA,NYBG,NYBGMULT,NYBG,Mixed,MULT,MULT,Active,Floral,NYBG,Suscription,
ONE TIME,ONE TIME,ONE TIMEMULT,ONE TIME,Mixed,MULT,MULT,Inactive,Floral,UNKN,One Time,
HG-001,Others,OthersMULT,Others,Others,MULT,MULT,Inactive,Floral,UNKN,One Time,
JUAN STUFF,Others,OthersMULT,Others,Others,MULT,MULT,Inactive,Floral,UNKN,One Time,
MANUAL ORDERS,Others,OthersMULT,Others,Others,MULT,MULT,Inactive,Floral,UNKN,One Time,
Others,Others,OthersMULT,Others,Others,MULT,MULT,Inactive,Floral,UNKN,One Time,
SPECIAL ITEMS,Others,OthersMULT,Others,Others,MULT,MULT,Inactive,Floral,UNKN,One Time,
SPECIAL ORDERS,Others,OthersMULT,Others,Others,MULT,MULT,Inactive,Floral,UNKN,One Time,
PHOTOS,Photos,PhotosMULT,Photos,Others,MULT,MULT,Inactive,Floral,UNKN,One Time,
BC678,BB678-30,BB678-30AGC,Brooklyn,Mixed,AGC,Ecuador,Active,Floral,Brooklyn,One Time,
BC682,BB682-30,BB682-30AGC,Manhattan,Mixed,AGC,Ecuador,Active,Floral,Manhattan,One Time,
BC688,BB688-33,BB688-33AGC,Soho,Mixed,AGC,Ecuador,Active,Floral,Soho,One Time,
SAMPLE,Sample,SampleMULT,Sample,Others,MULT,MULT,Inactive,Floral,UNKN,One Time,
SAMPLE01,Sample,SampleMULT,Sample,Others,MULT,MULT,Inactive,Floral,UNKN,One Time,
samples,Sample,SampleMULT,Sample,Others,MULT,MULT,Inactive,Floral,UNKN,One Time,
SAMPLES JUAN PALACIO**,Sample,SampleMULT,Sample,Others,MULT,MULT,Inactive,Floral,UNKN,One Time,
SQBRM2M,Sample,SampleMULT,Sample,Others,MULT,MULT,Inactive,Floral,UNKN,One Time,
SB-FC12M,SB-FC12M,SB-FC12MELT,Simple Blooms,Simple Blooms,ELT,Colombia,Active,Floral,Simple Blooms,One Time,
SB-FC1M,SB-FC1M,SB-FC1MELT,Simple Blooms,Simple Blooms,ELT,Colombia,Active,Floral,Simple Blooms,One Time,
SB-FC3M,SB-FC3M,SB-FC3MELT,Simple Blooms,Simple Blooms,ELT,Colombia,Active,Floral,Simple Blooms,One Time,
SB-FC6M,SB-FC6M,SB-FC6MELT,Simple Blooms,Simple Blooms,ELT,Colombia,Active,Floral,Simple Blooms,One Time,
SB466-12,SB466-12,SB466-12ELT,Rainbow Rose 40cm x12,Bunch,ELT,Colombia,Active,Floral,UNKN,One Time,
SB476-20,SB476-20,SB476-20ELT,Alstro Rbw x20,Simple Blooms,ELT,Colombia,Active,Floral,Simple Blooms,One Time,
