ItemSku,SKU,SkuVendorCode,SkuName,Product Type,VendorCode,Country,status,VendorType,SiteName,Plant Type,WarehouseName
BB190-39,BB190-39,BB190-39MULT,Ray of Light Premium,Mixed,MULT,Colombia,Active,Floral,Ray of Light Premium,One Time,
BB1901-29,BB1901-29,BB1901-29ELT,Naples,Mixed,ELT,Colombia,Active,Floral,Naples,One Time,
BB191-34,BB191-34,BB191-34ELT,Madrid,Mixed,ELT,Colombia,Active,Floral,Madrid,One Time,
BB194-48,BB194-48,BB194-48ELT,Milan,Mixed,ELT,Colombia,Active,Floral,Milan,One Time,
BB197-24,BB197-24,BB197-24ELT,Rosy Dreams,Mixed,ELT,Colombia,Active,Floral,Rosy Dreams,One Time,
BB205-24,BB205-24,BB205-24ELT,Premium Happiness Spring,Mixed,ELT,Colombia,Active,Floral,Premium Happiness Spring,One Time,
BB207-29,BB207-29,BB207-29ELT,Fresh romance,Mixed,ELT,Colombia,Active,Floral,From the Heart,One Time,
BB211-26,BB211-26,BB211-26ELT,Pink Saphire,Mixed,ELT,Colombia,Active,Floral,Pink Saphire,One Time,
BB212P,BB212P,BB212PGNC,Joyful,Plants,GNC,USA,Active,Floral,Joyful,One Time,
BB214-29,BB214-29,BB214-29MULT,With all my love,Mixed,MULT,Colombia,Active,Floral,With all my love,One Time,
BB216-24,BB216-24,BB216-24ELT,Candelight Roses x24,Roses,ELT,Colombia,Active,Floral,Candelight Roses x24,One Time,
BB217-24,BB217-24,BB217-24NTF,Queens Crown x24,Roses,NTF,Ecuador,Active,Floral,Queens Crown x24,One Time,
BB218-24,BB218-24,BB218-24NTF,Moonstone x24,Roses,NTF,Ecuador,Active,Floral,Moonstone x24,One Time,
BB219-30,BB219-30,BB219-30MULT,Rosy Glow,Mixed,MULT,Colombia,Active,Floral,Rosy Glow,One Time,
BB221-24,BB221-24,BB221-24NTF,HEARTS ROSE 24 ST_ONE TIME,Roses,NTF,Ecuador,Active,Floral,HEARTS ROSE 24 ST_ONE TIME,One Time,
BB222-24,BB222-24,BB222-24ELT,White O'hara x24,Roses,ELT,Colombia,Active,Floral,White O'hara x24,One Time,
BB223-24,BB223-24,BB223-24NTF,Coral Expression x24,Roses,NTF,Ecuador,Active,Floral,Coral Expression x24,One Time,
BB224-24,BB224-24,BB224-24NTF,Ombre Orange,Roses,NTF,Ecuador,Active,Floral,Ombre Orange,One Time,
BB226-24,BB226-24,BB226-24NTF,Country Home x24,Roses,NTF,Ecuador,Active,Floral,Country Home x24,One Time,
BB229-24,BB229-24,BB229-24NTF,Finess x24,Roses,NTF,Ecuador,Active,Floral,Finess x24,One Time,
BB230P,BB230P,BB230PGNC,Tropical Holiday,Plants,GNC,USA,Active,Floral,Tropical Holiday,One Time,
BB231-24,BB231-24,BB231-24NTF,Pink Expression x24,Roses,NTF,Ecuador,Active,Floral,Pink Expression x24,One Time,
BB234-24,BB234-24,BB234-24NTF,Mayras Rose x24,Roses,NTF,Ecuador,Active,Floral,Mayras Rose x24,One Time,
BB236-24,BB236-24,BB236-24ELT,Pink O'hara X24,Roses,ELT,Colombia,Active,Floral,Pink O'hara X24,One Time,
BB237P,BB237P,BB237PGNC,Silver Bells,Plants,GNC,USA,Active,Floral,Silver Bells,One Time,
BB238-25,BB238-25,BB238-25ELT,Savannah,Mixed,ELT,Colombia,Active,Floral,Savannah,One Time,
BB239-24,BB239-24,BB239-24NTF,Ombre Pink,Roses,NTF,Ecuador,Active,Floral,Ombre Pink,One Time,
BB242-26,BB242-26,BB242-26ELT,"Hot Pink rose, Pink Lily",Mixed,ELT,Colombia,Active,Floral,"Hot Pink rose, Pink Lily",One Time,
BB243-23,BB243-23,BB243-23ELT,Hawaiian Punch,Mixed,ELT,Colombia,Active,Floral,Hawaiian Punch,One Time,
BB244-20,BB244-20,BB244-20ELT,"Hot pink rose, Pink Gerbera, Eryngium",Mixed,ELT,Colombia,Active,Floral,"Hot pink rose, Pink Gerbera, Eryngium",One Time,
BB247-29,BB247-29,BB247-29MGF,Foulard Loafa,Tropical,MGF,Ecuador,Active,Floral,Foulard Loafa,One Time,
BB-MultiGerbera,BB249-15,BB249-15ELT,Rainbow Gerbera x15,Mixed,ELT,Colombia,Active,Floral,Rainbow Gerbera x15,One Time,
BB249-15,BB249-15,BB249-15ELT,Rainbow Gerbera x15,Mixed,ELT,Colombia,Active,Floral,Rainbow Gerbera x15,One Time,
BB254-24,BB254-24,BB254-24ELT,Vegas,Mixed,ELT,Colombia,Active,Floral,Vegas,One Time,
BB255-20,BB255-20,BB255-20ELT,Madison,Mixed,ELT,Colombia,Active,Floral,Madison,One Time,
BB-ChichiParty,BB258-30,BB258-30MULT,Chichi Party,Mixed,MULT,Colombia,Active,Floral,Chichi Party,One Time,
BB262P,BB262P,BB262PGNC,Gilded,Plants,GNC,USA,Active,Floral,Gilded,One Time,
T-MF-02,BB266-30,BB266-30MGF,Tropical Soul,Tropical,MGF,Ecuador,Active,Floral,Tropical Soul,One Time,
BB267-30,BB267-30,BB267-30MGF,Jewel of the Rainforest,Tropical,MGF,Ecuador,Active,Floral,Jewel of the Rainforest,One Time,
NINTBB267-30,BB267-30,BB267-30MGF,Jewel of the Rainforest,Tropical,MGF,Ecuador,Active,Floral,Jewel of the Rainforest,One Time,
T-MF-04,BB062-25,BB062-25MGF,Tropical Treasure,Tropical,MGF,Ecuador,Active,Floral,Tropical Treasure,One Time,
NINTBB268-25,BB268-25,BB268-25MGF,Tropical Splendor,Tropical,MGF,Ecuador,Active,Floral,Tropical Splendor,One Time,
T-MF-06,BB268-25,BB268-25MGF,Tropical Splendor,Tropical,MGF,Ecuador,Active,Floral,Tropical Splendor,One Time,
BB269-26,BB269-26,BB269-26MGF,Rainforest Sunrise,Tropical,MGF,Ecuador,Active,Floral,Rainforest Sunrise,One Time,
parrotbbmf,BB269-26,BB269-26MGF,Rainforest Sunrise,Tropical,MGF,Ecuador,Active,Floral,Rainforest Sunrise,One Time,
T-MF-03,BB269-26,BB269-26MGF,Rainforest Sunrise,Tropical,MGF,Ecuador,Active,Floral,Rainforest Sunrise,One Time,
BB270P,BB270P,BB270PGNC,Country Christmas,Plants,GNC,USA,Active,Floral,Country Christmas,One Time,
BB271-28,BB271-28,BB271-28ELT,Rosy Fields,Mixed,ELT,Colombia,Active,Floral,Rosy Fields,One Time,
BB273-24,BB273-24,BB273-24MGF,Foulard Coccinea,Mixed,MGF,Ecuador,Active,Floral,Foulard Coccinea,One Time,
BB274-26,BB274-26,BB274-26ELT,Romance,Mixed,ELT,Colombia,Active,Floral,Romance,One Time,
2757614782,BB279P,BB279PGNC,Amalfi Orchid Duo,Plants,GNC,USA,Active,Floral,Amalfi Orchid Duo,One Time,
BB279P,BB279P,BB279PGNC,Amalfi Orchid Duo,Plants,GNC,USA,Active,Floral,Amalfi Orchid Duo,One Time,
GC-PLANT-01,BB279P,BB279PGNC,Amalfi Orchid Duo,Plants,GNC,USA,Active,Floral,Amalfi Orchid Duo,One Time,
BB281P,BB281P,BB281PGNC,Alocasia,Plants,GNC,USA,Inactive,Floral,Alocasia,One Time,
BB-Taos,BB282P,BB282PGNC,Taos Succulent Duo,Plants,GNC,USA,Active,Floral,Taos Succulent Duo,One Time,
BB284-27,BB284-27,BB284-27ELT,Sunflowers and Red rose,Mixed,ELT,Colombia,Active,Floral,Sunflowers and Red rose,One Time,
BB285-22,BB285-22,BB285-22ELT,Original Summer Large White,Mixed,ELT,Colombia,Active,Floral,Original Summer Large White,One Time,
2757614790,BB286P,BB286PGNC,Bali Anthurium,Plants,GNC,USA,Active,Floral,Bali Anthurium,One Time,
BB286P,BB286P,BB286PGNC,Bali Anthurium,Plants,GNC,USA,Active,Floral,Bali Anthurium,One Time,
GC-PLANT-02,BB286P,BB286PGNC,Bali Anthurium,Plants,GNC,USA,Active,Floral,Bali Anthurium,One Time,
3WKROMANCE-BB289-32,BB289-32,BB289-32MULT,Seoul,Mixed,MULT,Colombia,Active,Floral,Seoul,One Time,
BB289-32,BB289-32,BB289-32MULT,Seoul,Mixed,MULT,Colombia,Active,Floral,Seoul,One Time,
2757614794,BB290P,BB290PGNC,Fiddle Leaf Fig,Plants,GNC,USA,Inactive,Floral,Fiddle Leaf Fig,One Time,
BB290P,BB290P,BB290PGNC,Fiddle Leaf Fig,Plants,GNC,USA,Inactive,Floral,Fiddle Leaf Fig,One Time,
2757614789,BB292P,BB292PGNC,Singapore Money Tree,Plants,GNC,USA,Inactive,Floral,Singapore Money Tree,One Time,
BB-Singapore,BB292P,BB292PGNC,Singapore Money Tree,Plants,GNC,USA,Inactive,Floral,Singapore Money Tree,One Time,
BB292P,BB292P,BB292PGNC,Singapore Money Tree,Plants,GNC,USA,Inactive,Floral,Singapore Money Tree,One Time,
BB295-21,BB295-21,BB295-21ELT,Original summer Large (Yellow / Hot Pink),Mixed,ELT,Colombia,Active,Floral,Original summer Large (Yellow / Hot Pink),One Time,
BB296-30,BB296-30,BB296-30MULT,Sun-sational Summer Splendor,Mixed,MULT,Colombia,Active,Floral,Sun-sational Summer Splendor,One Time,
BB297P,BB297P,BB297PGNC,Rio Sansevieria,Plants,GNC,USA,Inactive,Floral,Rio Sansevieria,One Time,
BB300P,BB300P,BB300PGNC,Holly Jolly,Plants,GNC,USA,Active,Floral,Holly Jolly,One Time,
BB302-30,BB302-30,BB302-30ELT,Sunsational Summer Splendor,Mixed,ELT,Colombia,Active,Floral,Sun-sational Summer Splendor,One Time,
BB303P,BB303P,BB303PGNC,Barcelona Orchid Duo,Plants,GNC,USA,Active,Floral,Barcelona Orchid Duo,One Time,
GC-PLANT-03,BB303P,BB303PGNC,Barcelona Orchid Duo,Plants,GNC,USA,Active,Floral,Barcelona Orchid Duo,One Time,
BB304P,BB304P,BB304PGNC,Zebrina,Plants,GNC,USA,Active,Floral,Zebrina,One Time,
BB306P,BB306P,BB306PGNC,Desert Holyday_ONE TIME,Plants,GNC,USA,Active,Floral,Desert Holyday_ONE TIME,One Time,
BB307-26,BB307-26,BB307-26FSN,Deluxe,Mixed,FSN,Ecuador,Active,Floral,Deluxe,One Time,
BB308P,BB308P,BB308PGNC,Best Mom Ever Orchid,Plants,GNC,USA,Active,Floral,Best Mom Ever Orchid,One Time,
BB309-24,BB309-24,BB309-24NTF,Green Rose Bqt x24 60cm,Roses,NTF,Ecuador,Active,Floral,Green Rose Bqt x24 60cm,One Time,
BB310-32,BB310-32,BB310-32FSN,Premium,Mixed,FSN,Ecuador,Active,Floral,Premium,One Time,
BB312-24,BB312-24,BB312-24FSN,Ornithogalum x24,Bunch,FSN,Ecuador,Active,Floral,Ornithogalum x24,One Time,
BB313-22,BB313-22,BB313-22MULT,Blessings in Bloom,Mixed,MULT,Colombia,Active,Floral,Blessings in Bloom,One Time,
BB315-31,BB315-31,BB315-31FSN,Premium,Mixed,FSN,Ecuador,Active,Floral,Premium,One Time,
2757614780,BB317P,BB317PGNC,Cape Town,Plants,GNC,USA,Active,Floral,Cape Town,One Time,
BB317P,BB317P,BB317PGNC,Cape Town,Plants,GNC,USA,Active,Floral,Cape Town,One Time,
GC-PLANT-04,BB317P,BB317PGNC,Cape Town,Plants,GNC,USA,Active,Floral,Cape Town,One Time,
BB319-25,BB319-25,BB319-25FSN,Original,Mixed,FSN,Ecuador,Active,Floral,Original,One Time,
BB321P,BB321P,BB321PGNC,Merry Merry,Plants,GNC,USA,Active,Floral,Merry Merry,One Time,
BB322-25,BB322-25,BB322-25MULT,Autumnal Abundance,Mixed,MULT,Colombia,Active,Floral,Autumnal Abundance,One Time,
BB323-26,BB323-26,BB323-26FSN,Original,Mixed,FSN,Ecuador,Active,Floral,Original,One Time,
BB324-42,BB324-42,BB324-42ELT,Stars and Stripes,Mixed,ELT,Colombia,Active,Floral,Twilight’s Last Gleaming,One Time,
BB326-20,BB326-20,BB326-20FSN,Lily + Greens x20,Mixed,FSN,Ecuador,Active,Floral,Lily + Greens x20,One Time,
DELUXE_BB327-30,BB327-30,BB327-30MULT,Morning Dew Modif #2,Mixed,MULT,Colombia,Active,Floral,Morning Dew Modif #2,One Time,
6978322885,BB330-26,BB330-26FSN,PF-Jax,Mixed,FSN,Ecuador,Active,Floral,So-Long-to-Summer Sunflowers,One Time,
6978322885,BB330-26,BB330-26FSN,PF-Jax,Mixed,FSN,Ecuador,Active,Floral,So-Long-to-Summer Sunflowers,One Time,
BB330-26,BB330-26,BB330-26FSN,PF-Jax,Mixed,FSN,Ecuador,Active,Floral,So-Long-to-Summer Sunflowers,One Time,
BB330-32,BB330-32,BB330-32FSN,Premium,Mixed,FSN,Ecuador,Active,Floral,Premium,One Time,
BB332-26,BB332-26,BB332-26ELT,PF-Jax,Mixed,ELT,Colombia,Active,Floral,PF-Jax,One Time,
4067282817,BB333-23,BB333-23SVG,Purple Kale and tulips,Mixed,SVG,USA,Active,Floral,The Hamptons Bouquet,One Time,SUN VALLEY
BB333-23,BB333-23,BB333-23SVG,Purple Kale and tulips,Mixed,SVG,USA,Active,Floral,The Hamptons Bouquet,One Time,SUN VALLEY
BB335P,BB335P,BB335PGNC,Paris,Plants,GNC,USA,Active,Floral,Paris,One Time,
BB335P,BB335P,BB335PGNC,Paris,Plants,GNC,USA,Active,Floral,Paris,One Time,
GC-PLANT-06,BB335P,BB335PGNC,Paris,Plants,GNC,USA,Active,Floral,Paris,One Time,
BB343-26,BB343-26,BB343-26ELT,PF -Buddy,Mixed,ELT,Colombia,Active,Floral,Butterfly Bouquet,One Time,
4047013726,BB346P30,BB346P30NET,Rouge,Preserved Collection,NET,Ecuador,Active,Floral,Rouge,One Time,
BB346P30,BB346P30,BB346P30NET,Rouge,Preserved Collection,NET,Ecuador,Active,Floral,Rouge,One Time,
BC346,BB346P30,BB346P30NET,Rouge,Preserved Collection,NET,Ecuador,Active,Floral,Rouge,One Time,
BB348-47,BB348-47,BB348-47ELT,Medellin,Mixed,ELT,Colombia,Active,Floral,Medellin,One Time,
BB351-26,BB351-26,BB351-26FSN,PF-Cleo,Mixed,FSN,Ecuador,Active,Floral,PF-Cleo,One Time,
BB353-32,BB353-32,BB353-32MULT,Blosson Burst bqt,Mixed,MULT,Colombia,Active,Floral,Blosson Burst bqt,One Time,
BB356P25,BB356P25,BB356P25NET,Terracota,Preserved Collection,NET,Ecuador,Active,Floral,Terracota,One Time,
4044255022,BB357P35,BB357P35NET,Splendor,Preserved Collection,NET,Ecuador,Active,Floral,Splendor,One Time,
BB357P35,BB357P35,BB357P35NET,Splendor,Preserved Collection,NET,Ecuador,Active,Floral,Splendor,One Time,
BC357,BB357P35,BB357P35NET,Splendor,Preserved Collection,NET,Ecuador,Active,Floral,Splendor,One Time,
BB367-26,BB367-26,BB367-26FSN,PF-Riley,Mixed,FSN,Ecuador,Active,Floral,PF-Riley,One Time,
BB368-22,BB368-22,BB368-22SVG,Whimsical Winter,Mixed,SVG,USA,Active,Floral,Whimsical Winter,One Time,SUN VALLEY
BB369P30,BB369P30,BB369P30NET,Margeaux,Preserved Collection,NET,Ecuador,Active,Floral,Margeaux,One Time,
BB370P26,BB370P26,BB370P26NET,jubilee,Preserved Collection,NET,Ecuador,Active,Floral,jubilee,One Time,
4044674982,BB373P26,BB373P26NET,Essence,Preserved Collection,NET,Ecuador,Active,Floral,Essence,One Time,
BB373P26,BB373P26,BB373P26NET,Essence,Preserved Collection,NET,Ecuador,Active,Floral,Essence,One Time,
BC373,BB373P26,BB373P26NET,Essence,Preserved Collection,NET,Ecuador,Active,Floral,Essence,One Time,
BB376-32,BB376-32,BB376-32MULT,MIDNIGHT RESPLENDECE,Mixed,MULT,Colombia,Active,Floral,MIDNIGHT RESPLENDECE,One Time,
BB378-21,BB378-21,BB378-21SVG,Red Tulips x15 + xmas greens,Tulip,SVG,USA,Active,Floral,St Nick's pick,One Time,SUN VALLEY
BB379-26,BB379-26,BB379-26MULT,PF-Charlie,Mixed,MULT,Colombia,Active,Floral,PF-Charlie,One Time,
4052672877,BB382P39,BB382P39NET,Delphine,Preserved Collection,NET,Ecuador,Active,Floral,Delphine,One Time,
BB382P39,BB382P39,BB382P39NET,Delphine,Preserved Collection,NET,Ecuador,Active,Floral,Delphine,One Time,
BC382,BB382P39,BB382P39NET,Delphine,Preserved Collection,NET,Ecuador,Active,Floral,Delphine,One Time,
BB383P23,BB383P23,BB383P23NET,Platinum,Preserved Collection,NET,Ecuador,Active,Floral,Platinum,One Time,
BB387P40,BB387P40,BB387P40NET,Fantasia,Preserved Collection,NET,Ecuador,Active,Floral,Fantasia,One Time,
6152049086,BB388-28,BB388-28ELT,Christmas Passion,Mixed,ELT,Colombia,Active,Floral,Decks the Hall,One Time,
BB-388-28,BB388-28,BB388-28ELT,Christmas Passion,Mixed,ELT,Colombia,Active,Floral,Decks the Hall,One Time,
BB388-28,BB388-28,BB388-28ELT,Christmas Passion,Mixed,ELT,Colombia,Active,Floral,Decks the Hall,One Time,
4044164436,BB389P23,BB389P23NET,Sage,Preserved Collection,NET,Ecuador,Active,Floral,Sage,One Time,
BB389P23,BB389P23,BB389P23NET,Sage,Preserved Collection,NET,Ecuador,Active,Floral,Sage,One Time,
BC389,BB389P23,BB389P23NET,Sage,Preserved Collection,NET,Ecuador,Active,Floral,Sage,One Time,
BB392-27,BB392-27,BB392-27ELT,Winter Magic,Mixed,ELT,Colombia,Active,Floral,Winter Magic,One Time,
BB395-23,BB395-23,BB395-23ELT,Snow Blossoms,Mixed,ELT,Colombia,Active,Floral,Serene,One Time,
4051891964,BB397P28,BB397P28NET,Flush,Preserved Collection,NET,Ecuador,Active,Floral,Flush,One Time,
BB397P28,BB397P28,BB397P28NET,Flush,Preserved Collection,NET,Ecuador,Active,Floral,Flush,One Time,
BC397,BB397P28,BB397P28NET,Flush,Preserved Collection,NET,Ecuador,Active,Floral,Flush,One Time,
4052990771,BB399P27,BB399P27NET,Amethyst,Preserved Collection,NET,Ecuador,Active,Floral,Amethyst,One Time,
BB399P27,BB399P27,BB399P27NET,Amethyst,Preserved Collection,NET,Ecuador,Active,Floral,Amethyst,One Time,
BC399,BB399P27,BB399P27NET,Amethyst,Preserved Collection,NET,Ecuador,Active,Floral,Amethyst,One Time,
5815182987,BB400-25,BB400-25ELT,Home For the Holidays,Mixed,ELT,Colombia,Active,Floral,Home for the Holidays,One Time,
BB400-25,BB400-25,BB400-25ELT,Home For the Holidays,Mixed,ELT,Colombia,Active,Floral,Home for the Holidays,One Time,
5814799015,BB401-25,BB401-25ELT,sugar and Spice,Mixed,ELT,Colombia,Active,Floral,Sugar and Spice,One Time,
BB401-25,BB401-25,BB401-25ELT,sugar and Spice,Mixed,ELT,Colombia,Active,Floral,Sugar and Spice,One Time,
BB408-31,BB408-31,BB408-31MGF,Wild Heliconia,Tropical,MGF,Ecuador,Active,Floral,Wild Heliconia,One Time,
BB409-30,BB409-30,BB409-30ELT,AUTUMM IN NEW YORK,Mixed,ELT,Colombia,Active,Floral,Colors of Fall,One Time,
BB412-30,BB412-30,BB412-30ELT,Exotic Christmas,Mixed,ELT,Colombia,Active,Floral,Exotic Christmas,One Time,
BB413-24,BB413-24,BB413-24MGF,Lush and Loving It,Tropical,MGF,Ecuador,Active,Floral,Lush and Loving it,One Time,
BB415-28,BB415-28,BB415-28MGF,Bloom with a view,Tropical,MGF,Ecuador,Active,Floral,Bloom with a view,One Time,
BB416-31,BB416-31,BB416-31ELT,XMAS TIME_BB416-31,Mixed,ELT,Colombia,Active,Floral,Deck the Halls,One Time,
BB421-26,BB421-26,BB421-26ELT,CHRISTMAS DELIGHT,Mixed,ELT,Colombia,Active,Floral,Starlight Snowfall & Pine,One Time,
BB425P23,BB425P23,BB425P23NET,Aurum,Preserved Collection,NET,Ecuador,Active,Floral,Aurum,One Time,
BB428P,BB428P,BB428PGNC,Spider Plant,Plants,GNC,USA,Active,Floral,Spider Plant,One Time,
BB432-12,BB432-12,BB432-12ELT,Red Rose x12 50cm,Roses,ELT,Colombia,Active,Floral,Red Rose x12 50cm,One Time,
ONE DOZEN RED ROSES,BB432-12,BB432-12ELT,Red Rose x12 50cm,Roses,ELT,Colombia,Active,Floral,Red Rose x12 50cm,One Time,
BB433-12,BB433-12,BB433-12ELT,Rainbow Roses x12 50cm,Roses,ELT,Colombia,Active,Floral,Rainbow Roses x12 50cm,One Time,
BBRWR-12,BB433-12,BB433-12ELT,Rainbow Roses x12 50cm,Roses,ELT,Colombia,Active,Floral,Rainbow Roses x12 50cm,One Time,
BB437-20,BB437-20,BB437-20ELT,Captivating Calla Lily Bouquet,Mixed,ELT,Colombia,Active,Floral,Captivating Calla Lily Bouquet,One Time,
BB440-12,BB440-12,BB440-12ELT,ALSTRO-ROSE BQT_12 ST,Mixed,ELT,Colombia,Active,Floral,ALSTRO-ROSE BQT_12 ST,One Time,
BB445X,BB445X,BB445XTEU,Mountain Grandeur Wreath,Xmas collection,TEU,USA,Active,Floral,Mountain Grandeur Wreath,One Time,
BB447-12,BB447-12,BB447-12NTF,Blue Roses x112,Roses,NTF,Ecuador,Active,Floral,Blue Roses x112,One Time,
BB448-24,BB448-24,BB448-24ELT,Autumn Roses,Roses,ELT,Colombia,Active,Floral,Autumn Roses,One Time,
BB472P,BB472P,BB472PGNC,Sedum Tornato,Plants,GNC,USA,Active,Floral,UNKN,One Time,
BB473-34,BB473-34,BB473-34MULT,Fuchsia Frenzy,Mixed,MULT,Colombia,Active,Floral,Fuchsia Frenzy,One Time,
BB494X,BB494X,BB494XTEU,Be Merry Centerpiece,Xmas collection,TEU,USA,Active,Floral,Be Merry Centerpiece,One Time,
BB496P,BB496P,BB496PGNC,ZZ Plant,Plants,GNC,USA,Active,Floral,ZZ Plant,One Time,
BB498-35,BB498-35,BB498-35ELT,Autumn Aubergine ,Mixed,ELT,Colombia,Active,Floral,Autumn Aubergine ,One Time,
BB503-32,BB503-32,BB503-32ELT,XMAS STARZ,Mixed,ELT,Colombia,Active,Floral,Premium Sugar and Spice,One Time,
BB505-21,BB505-21,BB505-21SVG,White Tulips with Greens,Tulip,SVG,USA,Active,Floral,Tulips in the Snow,One Time,SUN VALLEY
BB506-39,BB506-39,BB506-39ELT,Kingston,Mixed,ELT,Colombia,Active,Floral,UNKN,One Time,
BB510X,BB510X,BB510XTEU,Winter White Centerpiece,Xmas collection,TEU,USA,Active,Floral,Winter White Centerpiece,One Time,
BB522-28,BB522-28,BB522-28MULT,Jeweled Cornucopia,Mixed,MULT,Colombia,Active,Floral,Jeweled Cornucopia,One Time,
BB524-23,BB524-23,BB524-23MGF,Vermillion Isla Vista,Tropical,MGF,Ecuador,Active,Floral,Vermillion Isla Vista,One Time,
5107300492,BB525-23,BB525-23MEL,Fall Firelight Festival,Mixed,MEL,USA,Active,Floral,Fall Firelight Festival,One Time,
BB525_23,BB525-23,BB525-23MEL,Fall Firelight Festival,Mixed,MEL,USA,Active,Floral,Fall Firelight Festival,One Time,
BB525-23,BB525-23,BB525-23MEL,Fall Firelight Festival,Mixed,MEL,USA,Active,Floral,Fall Firelight Festival,One Time,
BB527-31,BB527-31,BB527-31MEL,Harvest Happiness,Mixed,MEL,USA,Active,Floral,Harvest Happiness,One Time,
BB537-30,BB537-30,BB537-30ELT,Christmas blast,Mixed,ELT,Colombia,Active,Floral,Christmas blast,One Time,
BB539P,BB539P,BB539PGNC,Sausalito Peperomia,Plants,GNC,USA,Active,Floral,Peperomia,One Time,
BB541-31,BB541-31,BB541-31ELT,Pieces Of Autumn,Mixed,ELT,Colombia,Active,Floral,Pieces Of Autumn,One Time,
BB553-27,BB553-27,BB553-27ELT,The Auburm,Mixed,ELT,Colombia,Active,Floral,The Auburn,One Time,
BB555-27,BB555-27,BB555-27ELT,Florence,Mixed,ELT,Colombia,Active,Floral,UNKN,One Time,
5857607077,BB556X,BB556XTEU,Yuletide Greetings Wreath,Xmas Collection,TEU,USA,Active,Floral,Yuletide Greetings Wreath,One Time,
BB556X,BB556X,BB556XTEU,Yuletide Greetings Wreath,Xmas collection,TEU,USA,Active,Floral,Yuletide Greetings Wreath,One Time,
BB557-30,BB557-30,BB557-30ELT,Geneva,Mixed,ELT,Colombia,Active,Floral,Berry Blossoms,One Time,
BB561-27,BB561-27,BB561-27ELT,Barcelona,Mixed,ELT,Colombia,Active,Floral,Misty Meadows,One Time,
BB562-26,BB562-26,BB562-26ELT,PF-Cleo,Mixed,ELT,Colombia,Active,Floral,Winter Joy,One Time,
BB563-32,BB563-32,BB563-32ELT,Hanoi,Mixed,ELT,Colombia,Active,Floral,Boho Fall,One Time,
BB567-27,BB567-27,BB567-27ELT,Cancun,Mixed,ELT,Colombia,Active,Floral,UNKN,One Time,
3624091466,BB568-27,BB568-27ELT,Cusco,Mixed,ELT,Colombia,Active,Floral,Pastel Garden,One Time,
BB568-27,BB568-27,BB568-27ELT,Cusco,Mixed,ELT,Colombia,Active,Floral,Pastel Garden,One Time,
BB568-27 + clippers,BB568-27,BB568-27ELT,Pastel Garden with Floral Clippers,Mixed,ELT,Colombia,Active,Floral,Pastel Garden with Floral Clippers,One Time,
BB573-26,BB573-26,BB573-26MULT,Damascus,Mixed,MULT,Colombia,Active,Floral,Damascus,One Time,
BB574-18,BB574-18,BB574-18MGF,Too Hot to tropic,Mixed,MGF,Ecuador,Active,Floral,Too Hot to tropic,One Time,
BB575-25,BB575-25,BB575-25ELT,Frankfurt,Mixed,ELT,Colombia,Active,Floral,UNKN,One Time,
5819431416,BB576-19,BB576-19MEL,Winter in the Sierras,Mixed,MEL,USA,Active,Floral,Winter in the Sierras,One Time,
BB576-19,BB576-19,BB576-19MEL,Winter in the Sierras,Mixed,MEL,USA,Active,Floral,Winter in the Sierras,One Time,
BB578-27,BB578-27,BB578-27ELT,Lavander Fields,Mixed,ELT,Colombia,Active,Floral,Lavender Fields,One Time,
BB579P,BB579P,BB579PGNC,London Ivy,Plants,GNC,USA,Active,Floral,London Ivy,One Time,
BB580X,BB580X,BB580XTEU,"Oh, Christmas Tree!",Xmas collection,TEU,USA,Active,Floral,"Oh, Christmas Tree!",One Time,
BB582-19,BB582-19,BB582-19MEL,Blue Enchantment,Mixed,MEL,USA,Active,Floral,Blue Enchantment,One Time,
BB585P,BB585P,BB585PGNC,Dreaming of a white Christmas,Plants,GNC,USA,Active,Floral,Dreaming of a white christmas,One Time,
BB590-29,BB590-29,BB590-29ELT,Kyoto,Mixed,ELT,Colombia,Active,Floral,Kyoto,One Time,
BB592P,BB592P,BB592PGNC,Perfect Holiday Pair,Plants,GNC,USA,Active,Floral,Perfect Holiday Pair,One Time,
BB594-22,BB594-22,BB594-22ELT,Lisbon,Mixed,ELT,Colombia,Active,Floral,UNKN,One Time,
BB596-27,BB596-27,BB596-27ELT,Manila,Mixed,ELT,Colombia,Active,Floral,Raspberry Rush,One Time,
BB599P,BB599P,BB599PGNC,The Night Before Christmas Amaryllis,Plants,GNC,USA,Active,Floral,The Night Before Christmas Amaryllis,One Time,
BB600-23,BB600-23,BB600-23ELT,Edinburgh,Mixed,ELT,Colombia,Active,Floral,UNKN,One Time,
BB601-31,BB601-31,BB601-31ELT,The Fairytale Romance Bouquet,Mixed,ELT,Colombia,Active,Floral,The Fairytale Romance Bouquet,One Time,
BB603-23,BB603-23,BB603-23ELT,PF-Luna,Mixed,ELT,Colombia,Active,Floral,Never-Ending Romance Bouquet,One Time,
BB607-27,BB607-27,BB607-27ELT,Bright Blooms,Mixed,ELT,Colombia,Active,Floral,Bright Blooms,One Time,
BB613-27,BB613-27,BB613-27RPM,Antigua,Mixed,RPM,PERU,Active,Floral,Happily Ever After,One Time,
BB615-27,BB615-27,BB615-27RPM,Guadeloupe,Mixed,RPM,PERU,Active,Floral,Guadeloupe,One Time,
BB616-25,BB616-25,BB616-25RPM,Haiti,Mixed,RPM,PERU,Active,Floral,UNKN,One Time,
