SKU,SkuName,Product Type,site Name,skutype,Code,Recipe,Stems,Box fit,status,Create date,Season,skutype,Plant Type,Vendor,VendorType
BB231-24,Pink Expression x24,Roses,Pink Expression x24,Evergreen,E,BB231-24,24,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB234-24,Mayras Rose x24,Roses,Mayras Rose x24,Evergreen,E,BB234-24,24,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB236-24,Pink O'hara X24,Roses,Pink O'hara X24,Evergreen,E,BB236-24,24,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB237P,Silver Bells,Plants,Silver Bells,Evergreen,E,BB237P,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB238-25,Savannah,Mixed,Savannah,Evergreen,E,BB238-25,25,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB239-24,Ombre Pink,Roses,Ombre Pink,Evergreen,E,BB239-24,24,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB242-26,"Hot Pink rose, Pink Lily",Mixed,"Hot Pink rose, Pink Lily",Evergreen,E,BB242-26,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB243-23,Hawaiian Punch,Mixed,Hawaiian Punch,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1317328648,23,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB244-20,"Hot pink rose, Pink Gerbera, Eryngium",Mixed,"Hot pink rose, Pink Gerbera, Eryngium",Evergreen,E,BB244-20,20,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB247-29,Foulard Loafa,Tropical,Foulard Loafa,Evergreen,E,BB247-29,29,Large,Active,no match,,Perishable,One Time,MGF,Floral
BB249-15,Rainbow Gerbera x15,Mixed,Rainbow Gerbera x15,Evergreen,E,BB249-15,15,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB254-24,Vegas,Mixed,Vegas,Evergreen,E,BB254-24,24,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB255-20,Madison,Mixed,Madison,Evergreen,E,BB255-20,20,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB258-30,Chichi Party,Mixed,Chichi Party,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB262P,Gilded,Plants,Gilded,Evergreen,E,BB262P,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB266-30,Tropical Soul,Tropical,Tropical Soul,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=962836242,30,Large,Active,no match,,Perishable,One Time,MGF,Floral
BB267-30,Jewel of the Rainforest,Tropical,Jewel of the Rainforest,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=695484737,30,Large,Active,no match,,Perishable,One Time,MGF,Floral
BB268-25,Tropical Splendor,Tropical,Tropical Splendor,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1885202932,25,Small,Active,no match,,Perishable,One Time,MGF,Floral
BB269-26,Rainforest Sunrise,Tropical,Rainforest Sunrise,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=729856007,26,Small,Active,no match,,Perishable,One Time,MGF,Floral
BB270P,Country Christmas,Plants,Country Christmas,Evergreen,E,BB270P,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB271-28,Rosy Fields,Mixed,Rosy Fields,Evergreen,E,BB271-28,28,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB273-24,Foulard Coccinea,Mixed,Foulard Coccinea,Evergreen,E,BB273-24,24,Small,Active,no match,,Perishable,One Time,MGF,Floral
BB274-26,Romance,Mixed,Romance,Evergreen,E,BB274-26,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB279P,Amalfi Orchid Duo,Plants,Amalfi Orchid Duo,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=707058824,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB281P,Alocasia,Plants,Alocasia,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=85990830,1,Other,Inactive,no match,,Perishable,One Time,GNC,Floral
BB282P,Taos Succulent Duo,Plants,Taos Succulent Duo,Evergreen,E,BB282P,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB284-27,Sunflowers and Red rose,Mixed,Sunflowers and Red rose,Evergreen,E,BB284-27,24,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB285-22,Original Summer Large White,Mixed,Original Summer Large White,Evergreen,E,BB285-22,22,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB286P,Bali Anthurium,Plants,Bali Anthurium,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1684279987,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB289-32,Seoul,Mixed,Seoul,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB290P,Fiddle Leaf Fig,Plants,Fiddle Leaf Fig,Evergreen,E,UNKN,UNKN,,Inactive,no match,,Perishable,One Time,GNC,Floral
BB292P,Singapore Money Tree,Plants,Singapore Money Tree,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=604957272,1,Other,Inactive,no match,,Perishable,One Time,GNC,Floral
BB295-21,Original summer Large (Yellow / Hot Pink),Mixed,Original summer Large (Yellow / Hot Pink),Evergreen,E,BB295-21,21,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB296-30,Sun-sational Summer Splendor,Mixed,Sun-sational Summer Splendor,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB297P,Rio Sansevieria,Plants,Rio Sansevieria,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=657522218,1,Other,Inactive,no match,,Perishable,One Time,GNC,Floral
BB300P,Holly Jolly,Plants,Holly Jolly,Evergreen,E,BB300P,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB302-30,Sunsational Summer Splendor,Mixed,Sun-sational Summer Splendor,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1456525880,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB303P,Barcelona Orchid Duo,Plants,Barcelona Orchid Duo,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1089427227,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB304P,Zebrina,Plants,Zebrina,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=870386927,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB306P,Desert Holyday_ONE TIME,Plants,Desert Holyday_ONE TIME,Evergreen,E,BB306P,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB307-26,Deluxe,Mixed,Deluxe,Evergreen,E,BB307-26,26,Small,Active,no match,,Perishable,One Time,FSN,Floral
BB308P,Best Mom Ever Orchid,Plants,Best Mom Ever Orchid,Evergreen,E,BB308P,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB309-24,Green Rose Bqt x24 60cm,Roses,Green Rose Bqt x24 60cm,Evergreen,E,BB309-24,24,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB310-32,Premium,Mixed,Premium,Evergreen,E,BB310-32,32,Large,Active,no match,,Perishable,One Time,FSN,Floral
BB312-24,Ornithogalum x24,Bunch,Ornithogalum x24,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1594668453,24,Small,Active,no match,,Perishable,One Time,FSN,Floral
BB313-22,Blessings in Bloom,Mixed,Blessings in Bloom,Seasonal,S,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB315-31,Premium,Mixed,Premium,Evergreen,E,BB315-31,31,Large,Active,no match,,Perishable,One Time,FSN,Floral
BB317P,Cape Town,Plants,Cape Town,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=999376041,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB319-25,Original,Mixed,Original,Evergreen,E,BB319-25,25,Small,Active,no match,,Perishable,One Time,FSN,Floral
BB321P,Merry Merry,Plants,Merry Merry,Evergreen,E,BB321P,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB322-25,Autumnal Abundance,Mixed,Autumnal Abundance,Seasonal,S,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB323-26,Original,Mixed,Original,Evergreen,E,BB323-26,26,Small,Active,no match,,Perishable,One Time,FSN,Floral
BB324-42,Stars and Stripes,Mixed,Twilight’s Last Gleaming,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=909614886,42,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB326-20,Lily + Greens x20,Mixed,Lily + Greens x20,Evergreen,E,BB326-20,20,Small,Active,no match,,Perishable,One Time,FSN,Floral
BB327-30,Morning Dew Modif #2,Mixed,Morning Dew Modif #2,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB330-26,PF-Jax,Mixed,So-Long-to-Summer Sunflowers,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1933622520,26,Small,Active,no match,,Perishable,One Time,FSN,Floral
BB330-32,Premium,Mixed,Premium,Evergreen,E,BB330-32,32,Large,Active,no match,,Perishable,One Time,FSN,Floral
BB332-26,PF-Jax,Mixed,PF-Jax,Evergreen,E,BB332-26,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB333-23,Purple Kale and tulips,Mixed,The Hamptons Bouquet,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1688191835,21,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB335P,Paris,Plants,Paris,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1263508040,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB343-26,PF -Buddy,Mixed,Butterfly Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1285147193,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB346P30,Rouge,Preserved Collection,Rouge,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=970536802,30,Large,Active,no match,,NonPerishable,One Time,NET,Floral
BB348-47,Medellin,Mixed,Medellin,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=964709771,47,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB351-26,PF-Cleo,Mixed,PF-Cleo,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1817920257,26,Small,Active,no match,,Perishable,One Time,FSN,Floral
BB353-32,Blosson Burst bqt,Mixed,Blosson Burst bqt,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB356P25,Terracota,Preserved Collection,Terracota,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,NET,Floral
BB357P35,Splendor,Preserved Collection,Splendor,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1027998806,35,Large,Active,no match,,NonPerishable,One Time,NET,Floral
BB367-26,PF-Riley,Mixed,PF-Riley,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=488641514,26,Small,Active,no match,,Perishable,One Time,FSN,Floral
BB368-22,Whimsical Winter,Mixed,Whimsical Winter,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=376977271,22,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB369P30,Margeaux,Preserved Collection,Margeaux,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,NET,Floral
BB370P26,jubilee,Preserved Collection,jubilee,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,NET,Floral
BB373P26,Essence,Preserved Collection,Essence,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2084664723,26,Small,Active,no match,,NonPerishable,One Time,NET,Floral
BB376-32,MIDNIGHT RESPLENDECE,Mixed,MIDNIGHT RESPLENDECE,Seasonal,S,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB378-21,Red Tulips x15 + xmas greens,Tulip,St Nick's pick,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=614533875,21,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB379-26,PF-Charlie,Mixed,PF-Charlie,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB382P39,Delphine,Preserved Collection,Delphine,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,NET,Floral
BB383P23,Platinum,Preserved Collection,Platinum,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,NET,Floral
BB387P40,Fantasia,Preserved Collection,Fantasia,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1424123551,40,Large,Active,no match,,NonPerishable,One Time,NET,Floral
BB388-28,Christmas Passion,Mixed,Decks the Hall,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=151055859,28,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB389P23,Sage,Preserved Collection,Sage,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,NET,Floral
BB392-27,Winter Magic,Mixed,Winter Magic,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1144791537,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB395-23,Snow Blossoms,Mixed,Serene,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2101266353,23,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB397P28,Flush,Preserved Collection,Flush,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=149446501,28,Large,Active,no match,,NonPerishable,One Time,NET,Floral
BB399P27,Amethyst,Preserved Collection,Amethyst,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=683414776,27,Small,Active,no match,,NonPerishable,One Time,NET,Floral
BB400-25,Home For the Holidays,Mixed,Home for the Holidays,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1627608013,25,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB401-25,sugar and Spice,Mixed,Sugar and Spice,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=815786478,25,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB408-31,Wild Heliconia,Tropical,Wild Heliconia,Evergreen,E,BB408-31,31,Large,Active,no match,,Perishable,One Time,MGF,Floral
BB409-30,AUTUMM IN NEW YORK,Mixed,Colors of Fall,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1688605424,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB412-30,Exotic Christmas,Mixed,Exotic Christmas,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=663911824,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB413-24,Lush and Loving It,Tropical,Lush and Loving it,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=556984457,24,Small,Active,no match,,Perishable,One Time,MGF,Floral
BB415-28,Bloom with a view,Tropical,Bloom with a view,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=204846862,28,Large,Active,no match,,Perishable,One Time,MGF,Floral
BB416-31,XMAS TIME_BB416-31,Mixed,Deck the Halls,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1686777676,31,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB421-26,CHRISTMAS DELIGHT,Mixed,Starlight Snowfall & Pine,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=898520840,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB425P23,Aurum,Preserved Collection,Aurum,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,NET,Floral
BB428P,Spider Plant,Plants,Spider Plant,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1442335960,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB432-12,Red Rose x12 50cm,Roses,Red Rose x12 50cm,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1542219127,12,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB433-12,Rainbow Roses x12 50cm,Roses,Rainbow Roses x12 50cm,Evergreen,E,BB433-12,12,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB437-20,Captivating Calla Lily Bouquet,Mixed,Captivating Calla Lily Bouquet,Seasonal,S,BB437-20,20,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB440-12,ALSTRO-ROSE BQT_12 ST,Mixed,ALSTRO-ROSE BQT_12 ST,Seasonal,S,BB440-12,102,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB445X,Mountain Grandeur Wreath,Xmas collection,Mountain Grandeur Wreath,Seasonal,S,not found,1,,Active,no match,,Perishable,One Time,TEU,Floral
BB447-12,Blue Roses x112,Roses,Blue Roses x112,Evergreen,E,BB447-12,12,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB448-24,Autumn Roses,Roses,Autumn Roses,Evergreen,E,BB448-24,24,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB472P,Sedum Tornato,Plants,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1pCWZ1mTBps1FjEc8PrtVNUYOBISJZjjQEG0P4VSjYhA/edit#gid=1013547877,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB473-34,Fuchsia Frenzy,Mixed,Fuchsia Frenzy,Seasonal,S,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB494X,Be Merry Centerpiece,Xmas collection,Be Merry Centerpiece,Seasonal,S,not found,1,,Active,no match,,Perishable,One Time,TEU,Floral
BB496P,ZZ Plant,Plants,ZZ Plant,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=976159297,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB498-35,Autumn Aubergine ,Mixed,Autumn Aubergine ,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=331642788,35,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB503-32,XMAS STARZ,Mixed,Premium Sugar and Spice,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1361472882,32,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB505-21,White Tulips with Greens,Tulip,Tulips in the Snow,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=866515591,21,Small,Active,no match,,Perishable,One Time,SVG,Floral
BB506-39,Kingston,Mixed,UNKN,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=279866692,39,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB510X,Winter White Centerpiece,Xmas collection,Winter White Centerpiece,Seasonal,S,not found,1,,Active,no match,,Perishable,One Time,TEU,Floral
BB522-28,Jeweled Cornucopia,Mixed,Jeweled Cornucopia,Seasonal,S,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB524-23,Vermillion Isla Vista,Tropical,Vermillion Isla Vista,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1585083755,23,Small,Active,no match,,Perishable,One Time,MGF,Floral
BB525-23,Fall Firelight Festival,Mixed,Fall Firelight Festival,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=102163884,23,Small,Active,no match,,Perishable,One Time,MEL,Floral
BB527-31,Harvest Happiness,Mixed,Harvest Happiness,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=969565670,31,Large,Active,no match,,Perishable,One Time,MEL,Floral
BB537-30,Christmas blast,Mixed,Christmas blast,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2013458391,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB539P,Sausalito Peperomia,Plants,Peperomia,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1369682206,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB541-31,Pieces Of Autumn,Mixed,Pieces Of Autumn,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1536674041,31,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB553-27,The Auburm,Mixed,The Auburn,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=577098308,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB555-27,Florence,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=188112083,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB556X,Yuletide Greetings Wreath,Xmas Collection,Yuletide Greetings Wreath,Seasonal,S,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1469706108,1,,Active,no match,,Perishable,One Time,TEU,Floral
BB557-30,Geneva,Mixed,Berry Blossoms,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=701722396,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB561-27,Barcelona,Mixed,Misty Meadows,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1153092746,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB562-26,PF-Cleo,Mixed,Winter Joy,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1739272778,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB563-32,Hanoi,Mixed,Boho Fall,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1929279287,32,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB567-27,Cancun,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1821437913,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB568-27,Cusco,Mixed,Pastel Garden,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1596507842,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB573-26,Damascus,Mixed,Damascus,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
BB574-18,Too Hot to tropic,Mixed,Too Hot to tropic,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1406439850,18,Small,Active,no match,,Perishable,One Time,MGF,Floral
BB575-25,Frankfurt,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1431169085,25,Small,Active,no match,,Perishable,One Time,ELT,Floral
