SKU,SkuName,Product Type,site Name,skutype,Code,Recipe,Stems,Box fit,status,Create date,Season,skutype,Plant Type,Vendor,VendorType
BB988-30,PF- Tommy,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=858727432,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB989-30,St. Lucia,Mixed,Juicy Blooms,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1899079865,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB990-24,Washington,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=914438587,24,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB991P,Pink Anthurium in Pink Jane Matte Pot,Plants,Perfectly Pink Anthurium,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=553435499,1,,Active,no match,,Perishable,One Time,GNC,Floral
BB992-32,Foulard Banana Shampoo,Tropical,Foulard Banana Shampoo,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1207575344,32,Large,Active,no match,,Perishable,One Time,MGF,Floral
BB993-32,Lahaina,Mixed,Spring Fling,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1371113635,32,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB994-31,,Mixed,PF- Pam,Evergreen,E,UNKN,31,,Active,no match,,Perishable,One Time,FSN,Floral
BB996-28,St. Louis,Mixed,Creamsicle Dream,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=370296053,28,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB997-30,PF- Tobbie,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=882417550,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB998-35,Marble Hill,Mixed,Garden Symphony Bouquet,Evergreen,E,UNKN,35,Large,Active,no match,,Perishable,One Time,EBT,Floral
BB999-30,PF- Duque,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=393102396,30,Large,Active,no match,,Perishable,One Time,ELT,Floral
BBCANDLE,Sakura Candle,AddOn,Sakura Candle,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
BBRuscus,BBRuscus,Mixed,UNKN,Evergreen,E,MULT,MULT,,Inactive,no match,,Perishable,One Time,MULT,Floral
Bloomsy Bi-weekly,Bloomsy Weekly,Mixed,Bloomsy Weekly,Evergreen,E,MULT,MULT,7,Active,no match,,Perishable,Suscription,MULT,Floral
Bloomsy Choice,Bloomsy Choice,Mixed,Bloomsy Choice,Evergreen,E,MULT,MULT,7,Active,no match,,Perishable,Suscription,MULT,Floral
Bloomsy Eucalyptus,Bloomsy Eucalyptus,Bunch,Bloomsy Eucalyptus,Evergreen,E,MULT,10,,Inactive,no match,,Perishable,One Time,KNF,Floral
Bloomsy Original,Bloomsy Original,Mixed,Bloomsy Original,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,Suscription,MULT,Floral
Bloomsy Pet safe,Bloomsy Pet safe,Mixed,Bloomsy Pet safe,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,Suscription,MULT,Floral
Bloomsy Plants,Bloomsy Plants,Plants,Bloomsy Plants,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,Suscription,MULT,Floral
Bloomsy Premium,Bloomsy Premium,Mixed,Bloomsy Premium,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,Suscription,MULT,Floral
Bloomsy Roses,Bloomsy Roses,Roses,Bloomsy Roses,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,Suscription,MULT,Floral
Bloomsy SuperGift,Bloomsy SuperGift,Mixed,Bloomsy SuperGift,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,One Time,MULT,Floral
Bloomsy Tropical,Bloomsy Tropical,Tropical,Bloomsy Tropical,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,Suscription,MGF,Floral
Bloomsy Weekly,Bloomsy Weekly,Mixed,Bloomsy Weekly,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,Suscription,MULT,Floral
BLU685,Freedom,Blue Blossom,Freedom,Evergreen,E,not found,not found,,Active,no match,,Perishable,One Time,ELT,Floral
BLU689,Pink mondial,Blue Blossom,Pink mondial,Evergreen,E,not found,not found,,Active,no match,,Perishable,One Time,ELT,Floral
BLU692,Pink Expression,Blue Blossom,Pink Expression,Evergreen,E,not found,not found,,Active,no match,,Perishable,One Time,ELT,Floral
BLU695,Pink Floid,Blue Blossom,Pink Floid,Evergreen,E,not found,not found,,Active,no match,,Perishable,One Time,ELT,Floral
BLU697,Brighton,Blue Blossom,Brighton,Evergreen,E,not found,not found,,Active,no match,,Perishable,One Time,ELT,Floral
BLU699,Magic Times,Blue Blossom,Magic Times,Evergreen,E,not found,not found,,Active,no match,,Perishable,One Time,ELT,Floral
BLU701,Christa,Blue Blossom,Christa,Evergreen,E,not found,not found,,Active,no match,,Perishable,One Time,ELT,Floral
BLU705,Free Spirit,Blue Blossom,Free Spirit,Evergreen,E,not found,not found,,Active,no match,,Perishable,One Time,ELT,Floral
BLU707,Candelight,Blue Blossom,Candelight,Evergreen,E,not found,not found,,Active,no match,,Perishable,One Time,ELT,Floral
Clipper,Florist Clippers,AddOn,Florist Clippers,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
Coupon,Coupon,Coupon,UNKN,Evergreen,E,MULT,MULT,,Inactive,no match,,Perishable,One Time,MULT,Floral
ELTRAIROS25VAS,ELTRAIROS25VAS,Roses,UNKN,Evergreen,E,UNKN,UNKN,,Inactive,no match,,Perishable,One Time,OTH,Floral
GIVEAWAY_RED-ROSE,GIVEAWAY_RED-ROSE,Roses,UNKN,Evergreen,E,UNKN,UNKN,,Inactive,no match,,Perishable,One Time,OTH,Floral
HARDGOODS -CANDLE,HARDGOODS -CANDLE,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
HARDGOODS-AA ECO MEDIUM,AA ECO MEDIUM,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
HARDGOODS-BOX CANDLE,HARDGOODS-BOX CANDLE,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
HARDGOODS-BOXES,Boxes,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
HARDGOODS-CORRUG. CANDLE BOXES,HARDGOODS-CORRUG. CANDLE BOXES,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
HARDGOODS-CT,Cable Tie,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
HARDGOODS-FF,HARDGOODS-FF,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
HARDGOODS-FOAM,Foam,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
HARDGOODS-KP,Others,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
HARDGOODS-NYBG_CARDS,Others,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
HARDGOODS-PF_RED,Others,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
HARDGOODS-QRC,QRC,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
HARDGOODS-SHL,Others,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
HARDOODS-PLEGABLES WELCOME,Welcome Kit,Hardgoods,Multiple,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
ISBL_PERSONAL ITEM,ISBL_PERSONAL ITEM,Others,Others,Evergreen,E,Others,Others,Others,Active,no match,,Perishable,One Time,OTH,Floral
JT-Y007-DRZ7,One time,Mixed,UNKN,Evergreen,E,MULT,MULT,,Inactive,no match,,Perishable,One Time,MULT,Floral
JUAN PALACIO,JUAN PALACIO,Others,Others,Evergreen,E,Others,Others,Others,Active,no match,,Perishable,One Time,OTH,Floral
Nikka x Bloomsybox Bouquet,Nikka x Bloomsybox Bouquet,Mixed,UNKN,Evergreen,E,MULT,MULT,,Inactive,no match,,Perishable,One Time,MULT,Floral
NYBG,NYBG,Mixed,NYBG,Evergreen,E,MULT,MULT,,Active,no match,,Perishable,Suscription,MULT,Floral
ONE TIME,ONE TIME,Mixed,UNKN,Evergreen,E,MULT,MULT,,Inactive,no match,,Perishable,One Time,MULT,Floral
Others,Others,Others,UNKN,Evergreen,E,MULT,MULT,,Inactive,no match,,Perishable,One Time,MULT,Floral
Photos,Photos,Others,UNKN,Evergreen,E,MULT,MULT,,Inactive,no match,,Perishable,One Time,MULT,Floral
Sample,Sample,Others,UNKN,Evergreen,E,MULT,MULT,,Inactive,no match,,Perishable,One Time,MULT,Floral
SB-FC12M,Simple Blooms,Simple Blooms,Simple Blooms,Evergreen,E,not found,not found,,Active,no match,,Perishable,One Time,ELT,Floral
SB-FC1M,Simple Blooms,Simple Blooms,Simple Blooms,Evergreen,E,not found,not found,,Active,no match,,Perishable,One Time,ELT,Floral
SB-FC3M,Simple Blooms,Simple Blooms,Simple Blooms,Evergreen,E,not found,not found,,Active,no match,,Perishable,One Time,ELT,Floral
SB-FC6M,Simple Blooms,Simple Blooms,Simple Blooms,Evergreen,E,not found,not found,,Active,no match,,Perishable,One Time,ELT,Floral
SB466-12,Rainbow Rose 40cm x12,Bunch,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1497437627,12,Small,Active,no match,,Perishable,One Time,ELT,Floral
SB476-20,Alstro Rbw x20,Simple Blooms,Simple Blooms,Evergreen,E,not found,20,Small,Active,no match,,Perishable,One Time,ELT,Floral
SB479-15,Spray Rose Rainbow x15,Simple Blooms,Simple Blooms,Evergreen,E,UNKN,15,Small,Active,no match,,Perishable,One Time,ELT,Floral
SB482-14,"Stock spray hott pk, lt pk, PP",Simple Blooms,Simple Blooms,Evergreen,E,not found,14,Small,Active,no match,,Perishable,One Time,ELT,Floral
SB485-15,Gerbera Rainbow x15,Simple Blooms,Simple Blooms,Evergreen,E,not found,15,Small,Active,no match,,Perishable,One Time,ELT,Floral
SB491-15,Disbud 1 color x15,Simple Blooms,Simple Blooms,Evergreen,E,not found,15,Small,Active,no match,,Perishable,One Time,ELT,Floral
SB492-15,"Asst Daisy Poms x15 
",Simple Blooms,UNKN,Evergreen,E,UNKN,15,,Active,no match,,Perishable,One Time,ELT,Floral
SB493-25,Carnations rainbow x25,Simple Blooms,Carnations,Evergreen,E,,25,Small,Active,no match,,Perishable,One Time,ELT,Floral
SB497-15,button asst,Simple Blooms,Simple Blooms,Evergreen,E,not found,15,Small,Active,no match,,Perishable,One Time,ELT,Floral
SNAPPY,SNAPPY,Mixed,UNKN,Evergreen,E,MULT,MULT,Small,Active,no match,,Perishable,One Time,MULT,Floral
TOTE-BAG,NYBG Tote Bag,AddOn,NYBG Tote Bag,Evergreen,E,UNKN,UNKN,,Active,no match,,NonPerishable,One Time,UNKN,Hargoods
Vase,Vase,AddOn,Vase,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
VaseGLD,Vase Gold,AddOn,Vase Gold,Evergreen,E,MULT,MULT,,Active,no match,,NonPerishable,One Time,MULT,Hargoods
BB1259-23,Parakeet,Tropical,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=320014329,23,,Active,no match,,Perishable,One Time,MGF,Floral
SB481-5,Asiatic lilies Rainbow x5,Simple Blooms,UNKN,Evergreen,E,,5,,Active,no match,,Perishable,One Time,ELT,Floral
BB1236-18,Thunderbolt Roses x18st 40cm,Roses,UNKN,Evergreen,E,not found,18,,Active,no match,,Perishable,One Time,AGC,Floral
BB1241-18,Dynamic Roses x18st 40cm,,UNKN,Evergreen,E,not found,18,,Active,no match,,Perishable,One Time,AGC,Floral
BB1252-18,Enchantment Roses x18st 40cm,,UNKN,Evergreen,E,not found,18,,Active,no match,,Perishable,One Time,AGC,Floral
SB488-15,Sunflowers x15,Simple Blooms,UNKN,Evergreen,E,,5,,Active,no match,,Perishable,One Time,ELT,Floral
SB509-5,Oriental lily 1 color x5,,UNKN,Evergreen,E,,5,,Active,no match,,Perishable,One Time,ELT,Floral
BB609-25,Sao Paulo,Mixed,UNKN,Evergreen,E,UNKN,,,Active,no match,,Perishable,One Time,ELT,Floral
BB604-27,Bruges,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB680-22,"Stock Asst Lavender, pink, purple",Bunch,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB610-29,Agra,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB612-25,PF-Skittles,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB606-27,Monte Carlo,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB636-28,Panama,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB605-27,Vienna,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB649-29,York,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB652-31,Luxor,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB646-24,PF-Thor,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB643-25,Taipei,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB638-27,Moscow,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB723-22,Jaipur,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB722-24,PF-Chloe,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB734-18,Golden Globe roses x18 50cm,Roses,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB617-27,Cayman,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB747-18,Shimmer Rose x18 50cm,Roses,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB846-32,Austin,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB753-25,Dubai,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB841-23,Merida,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB757-31,Queens,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB839-18,Rose Zazu x18 40cm,Roses,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB751P,5” Yellow Orchid with Purple Lip,Plants,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB956-30,PF- Sasha,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB811P,Calathea Rattesnake,Plants,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB856-26,PF-Ajax,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB769-26,Began,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB767-26,Denpasar,Mixed,UNKN,Evergreen,E,UNKN,UNKN,,Active,no match,,Perishable,One Time,UNKN,Floral
BB048-24,Bicolor Pink Rose x24,Roses,Bicolor Pink Rose x24,Evergreen,E,,24,Small,Inactive,no match,,Perishable,One Time,ELT,Floral
BB1242-24,Red Love Bouquet Tropical Dec24,Tropical,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1821719559,24,Small,Active,no match,,Perishable,One Time,MGF,Floral
BB1243P,Pink Princess Philodendron,Plants,Pink Princess Philodendron,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1849916010,not found,,Active,no match,,Perishable,One Time,GNC,Floral
BB1168-18,Isabel,Roses,Mango Tango Blooms,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1436475096,18,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB1131-26,Fortaleza,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=192924774,26,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB1269P,5” White Wizard Philodendron in White Ceramic,Plants,White Wizard Philodendron,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=359190376,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB1270P,5” Ring of Fire Philodendron in White Ceramic,Plants,Ring of Fire Philodendron,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=973583142,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB1271P,5” Pineapple Bromeliad in White Ceramic,Plants,Pineapple Bromeliad,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=965819235,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB1260-18,White Rose Bqt x18 40cm,Roses,UNKN,Evergreen,E,,18,Other,Active,no match,,Perishable,One Time,NTF,Floral
BB1250P,8” Ficus Tineke in White Pot,Plants,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1849916010,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB1256P,8” ZZ Plant in White Pot,Plants,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1849916010,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB463P,5” Peperomia Raindrop in White Ceramic,Plants,Raindrop Pepperomia,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=380346390,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB1257P,5” Cuddly Cactus in White Ceramic,Plants,UNKN,Evergreen,E,,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB1258P,8” Ficus Burgundy in White Pot,Plants,UNKN,Evergreen,E,,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB1264P,8” Calathea Medallion in White Pot,Plants,UNKN,Evergreen,E,,1,Other,Active,no match,,Perishable,One Time,GNC,Floral
BB1266-27,Palermo,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=1917413084,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BL102,Boxes Large,Hardgoods,BOXES LARGE,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,PCA,Hargoods
BS103,BOXES SMALL,Hardgoods,BOXES SMALL,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,PCA,Hargoods
SL104,SHIPPING LABELS,Hardgoods,SHIPPING LABELS,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,CTG,Hargoods
CB105,CABLE TIE,Hardgoods,CABLE TIE,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,ULN,Hargoods
F0106,FOAM,Hardgoods,FOAM,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,ULN,Hargoods
KP107,KRAFT PAPER,Hardgoods,KRAFT PAPER,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,ELT,Hargoods
FL108,FLOWER FOOD,Hardgoods,FLOWER FOOD,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,CHY,Hargoods
RD109,RED ROUND STICKERS,Hardgoods,RED ROUND STICKERS,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,ELT,Hargoods
CH110,CHRYSAL AA ECO,Hardgoods,CHRYSAL AA ECO,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,CHY,Hargoods
WKP111,WELCOME KIT-PLEGABLES,Hardgoods,WELCOME KIT-PLEGABLES,Evergreen,E,,,Other,Active,no match,,Perishable,One Time,ELT,Floral
PQ112,POSTALES QR,Hardgoods,POSTALES QR,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,VPR,Hargoods
NYC113,NYBG CARDS,Hardgoods,NYBG CARDS,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,VPR,Hargoods
NYCG114,NYBG CARDS GENERIC,Hardgoods,NYBG CARDS GENERIC,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,VPR,Hargoods
ALC115,no match,no match,no match,no match,S,no match,no match,no match,no match,no match,,no match,no match,no match,no match
HC116,HISPANIC HERITAGE CARDS,Hardgoods,HISPANIC HERITAGE CARDS,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,VPR,Hargoods
SC117,SCSCISSORS,Hardgoods,SCSCISSORS,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,BMK,Hargoods
BS118,BOXES SCISSORS,Hardgoods,BOXES SCISSORS,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,ULN,Hargoods
CD119,CANDLE,Hardgoods,Sakura Candle,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,BMK,Hargoods
BC120,BOXES CANDLE,Hardgoods,BOXES CANDLE,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,ULN,Hargoods
BCB121,BOXES COMBOS BLOOMSYBOX,Hardgoods,BOXES COMBOS BLOOMSYBOX,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,ULN,Hargoods
GV122,GOLD VASES,Hardgoods,GOLD VASES,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,BHM,Hargoods
TO123,TOTES,Hardgoods,TOTES,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,4IP,Hargoods
UP124,UPGRADE CARD,Hardgoods,UPGRADE CARD,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,VPR,Hargoods
PC125,PRESERVED CARD,Hardgoods,PRESERVED CARD,Evergreen,E,,,Other,Active,no match,,NonPerishable,One Time,VPR,Hargoods
Coffee,Cunaluna Coffee,AddOn,Cunaluna Specialty Coffee,Evergreen,E,UNK,UNK,,Active,no match,,NonPerishable,One Time,UNK,Hargoods
BBCoffee,Cunaluna Coffee,AddOn,Cunaluna Specialty Coffee,Evergreen,E,UNK,UNK,,Active,no match,,NonPerishable,Suscription,UNK,Hargoods
HARDGOODS-GOLDEN VASES,HARDGOODS-GOLDEN VASES,Hardgoods,UNKN,Evergreen,E,UNK,UNK,,Active,no match,,NonPerishable,One Time,UNK,Hargoods
HARDGOODS-ALSTRO CARDS,HARDGOODS-ALSTRO CARDS,Hardgoods,UNKN,Evergreen,E,UNK,UNK,,Active,no match,,NonPerishable,One Time,UNK,Hargoods
BB1228-18,Rose Dynamic x18,Roses,Emerald Dream,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=294360448,18,Small,Active,no match,,NonPerishable,One Time,AGX,Floral
BB1248-18,Red Freedom x18,Roses,Red Freedom Roses,Evergreen,E,,18,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB1255-18,Rose Yellow Brighton x18,Roses,Yellow Roses,Evergreen,E,,18,Small,Active,no match,,Perishable,One Time,NTF,Floral
BB936-30,Paris,Mixed,Blue Skies Bouquet,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=912146737,28,Large,Active,no match,,Perishable,One Time,ELT,Floral
BB1274-29,Enchanted,Tropical,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=57060903,29,Large,Active,no match,,Perishable,One Time,MGF,Floral
BB1276-29,Paz,Tropical,UNKN,Evergreen,E,,29,Large,Active,no match,,Perishable,One Time,MGF,Floral
BB1134-27,Amsterdam,Mixed,UNKN,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=821132045,27,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB1135-25,Prague,Mixed,Sunset Embrace,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=250543120,25,Small,Active,no match,,Perishable,One Time,ELT,Floral
BB1139-32,Marrakech,Mixed,Divine Radiance,Evergreen,E,https://docs.google.com/spreadsheets/d/1GoVf8EmW-GIdwhWyVxhjVLu2sa7nsnP5Jtq1OXABAW0/edit#gid=2070566027,32,Large,Active,no match,,Perishable,One Time,ELT,Floral
