Code,RetailCode,PlanType,Sku,Name,SiteName,Product Type,VendorCode,priceCode,Price,Year,Month,retail,Country,Status
BB290PGNCED,BB290PED,NonSuscription,BB290P,Fiddle Leaf Fig,Fiddle Leaf Fig,Plants,GNC,ED,$24.00 ,2024,JAN,price not avail,USA,
BB292PGNCED,BB292PED,NonSuscription,BB292P,Singapore Money Tree,Singapore Money Tree,Plants,GNC,ED,$19.99 ,2024,JAN,$59.99 ,USA,
BB292PGNCVD,BB292PVD,NonSuscription,BB292P,Singapore Money Tree,Singapore Money Tree,Plants,GNC,VD,$19.99 ,2024,JAN,$59.99 ,USA,
BB292PGNCMD,BB292PMD,NonSuscription,BB292P,Singapore Money Tree,Singapore Money Tree,Plants,GNC,MD,$19.99 ,2024,JAN,$59.99 ,USA,
BB297PGNCED,BB297PED,NonSuscription,BB297P,Rio Sansevieria,Rio Sansevieria,Plants,GNC,ED,$24.00 ,2024,JAN,price not avail,USA,
BB303PGNCED,BB303PED,NonSuscription,BB303P,Barcelona Orchid Duo,Barcelona Orchid Duo,Plants,GNC,ED,$40.50 ,2024,JAN,$99.99 ,USA,
BB303PGNCCM,BB303PCM,NonSuscription,BB303P,Barcelona Orchid Duo,Barcelona Orchid Duo,Plants,GNC,CM,$40.50 ,2024,JAN,$99.99 ,USA,
BB303PGNCVD,BB303PVD,NonSuscription,BB303P,Barcelona Orchid Duo,Barcelona Orchid Duo,Plants,GNC,VD,$40.50 ,2024,JAN,$99.99 ,USA,
BB303PGNCMD,BB303PMD,NonSuscription,BB303P,Barcelona Orchid Duo,Barcelona Orchid Duo,Plants,GNC,MD,$40.50 ,2024,JAN,$99.99 ,USA,
BB304PGNCCM,BB304PCM,NonSuscription,BB304P,Zebrina,Zebrina,Plants,GNC,CM,$24.00 ,2024,,price not avail,USA,
BB317PGNCED,BB317PED,NonSuscription,BB317P,Cape Town,Cape Town,Plants,GNC,ED,$15.00 ,2024,JAN,$44.99 ,USA,
BB317PGNCVD,BB317PVD,NonSuscription,BB317P,Cape Town,Cape Town,Plants,GNC,VD,$15.00 ,2024,JAN,$44.99 ,USA,
BB317PGNCMD,BB317PMD,NonSuscription,BB317P,Cape Town,Cape Town,Plants,GNC,MD,$15.00 ,2024,JAN,$44.99 ,USA,
BB324-42ELTCM,BB324-42CM,NonSuscription,BB324-42,Stars and Stripes,Twilight’s Last Gleaming,Mixed,ELT,CM,$16.80 ,2023,,not avail,Colombia,
BB330-26FSNED,BB330-26ED,NonSuscription,BB330-26,PF-Jax,So-Long-to-Summer Sunflowers,Mixed,FSN,ED,$8.94 ,2024,JAN,not avail,Ecuador,
BB330-26FSNVD,BB330-26VD,NonSuscription,BB330-26,PF-Jax,So-Long-to-Summer Sunflowers,Mixed,FSN,VD,$8.94 ,2024,JAN,not avail,Ecuador,
BB333-23SVGED,BB333-23ED,NonSuscription,BB333-23,Purple Kale and tulips,The Hamptons Bouquet,Mixed,SVG,ED,$15.35 ,2024,,$69.99 ,USA,Inactive
BB333-23SVGVD,BB333-23VD,NonSuscription,BB333-23,Purple Kale and tulips,The Hamptons Bouquet,Mixed,SVG,VD,$15.35 ,2024,,$69.99 ,USA,Inactive
BB333-23SVGMD,BB333-23MD,NonSuscription,BB333-23,Purple Kale and tulips,The Hamptons Bouquet,Mixed,SVG,MD,$15.35 ,2024,,not avail,,
BB333-23SVGFL,BB333-23FL,NonSuscription,BB333-23,Purple Kale and tulips,The Hamptons Bouquet,Mixed,SVG,FL,$15.35 ,2024,,not avail,,
BB333-23SVGCM,BB333-23CM,NonSuscription,BB333-23,Purple Kale and tulips,The Hamptons Bouquet,Mixed,SVG,CM,$15.35 ,2024,,not avail,,
BB335PGNCED,BB335PED,NonSuscription,BB335P,Paris,Paris,Plants,GNC,ED,$15.35 ,2024,JAN,$69.99 ,USA,
BB335PGNCCM,BB335PCM,NonSuscription,BB335P,Paris,Paris,Plants,GNC,CM,$24.00 ,2024,JAN,$69.99 ,USA,
BB335PGNCVD,BB335PVD,NonSuscription,BB335P,Paris,Paris,Plants,GNC,VD,$24.00 ,2024,JAN,$69.99 ,USA,
BB335PGNCMD,BB335PMD,NonSuscription,BB335P,Paris,Paris,Plants,GNC,MD,$24.00 ,2024,JAN,$69.99 ,USA,
BB343-26ELTED,BB343-26ED,NonSuscription,BB343-26,PF -Buddy,Butterfly Bouquet,Mixed,ELT,ED,$9.65 ,2024,,$69.99 ,Colombia,
BB343-26ELTVD,BB343-26VD,NonSuscription,BB343-26,PF -Buddy,Butterfly Bouquet,Mixed,ELT,VD,$13.75 ,2024,,$69.99 ,Colombia,
BB343-26ELTMD,BB343-26MD,NonSuscription,BB343-26,PF -Buddy,Butterfly Bouquet,Mixed,ELT,MD,$11.25 ,2024,,$69.99 ,Colombia,
BB343-26ELTFL,BB343-26FL,NonSuscription,BB343-26,PF -Buddy,Butterfly Bouquet,Mixed,ELT,FL,$11.25 ,2024,,$69.99 ,Colombia,
BB343-26ELTCM,BB343-26CM,NonSuscription,BB343-26,PF -Buddy,Butterfly Bouquet,Mixed,ELT,CM,$11.25 ,2024,,$69.99 ,Colombia,
BB346P30NETED,BB346P30ED,NonSuscription,BB346P30,Rouge,Rouge,Preserved Collection,NET,ED,$20.27 ,2024,JAN,$69.99 ,Ecuador,
BB357P35NETED,BB357P35ED,NonSuscription,BB357P35,Splendor,Splendor,Preserved Collection,NET,ED,$29.62 ,2024,JAN,$79.99 ,Ecuador,
BB373P26NETED,BB373P26ED,NonSuscription,BB373P26,Essence,Essence,Preserved Collection,NET,ED,$26.27 ,2024,JAN,$69.99 ,Ecuador,
BB378-21SVGCM,BB378-21CM,NonSuscription,BB378-21,Red Tulips x15 + xmas greens,St Nick's pick,Tulip,SVG,CM,$10.40 ,2023,,$59.99 ,USA,Inactive
BB378-21SVGVD,BB378-21VD,NonSuscription,BB378-21,Red Tulips x15 + xmas greens,St Nick's pick,Tulip,SVG,VD,$10.40 ,2023,,$59.99 ,USA,Inactive
BB387P40NETED,BB387P40ED,NonSuscription,BB387P40,Fantasia,Fantasia,Preserved Collection,NET,ED,$30.60 ,2024,JAN,$79.99 ,Ecuador,
BB388-28ELTCM,BB388-28CM,NonSuscription,BB388-28,Christmas Passion,Decks the Hall,Mixed,ELT,CM,$10.25 ,2023,,$64.99 ,Colombia,
BB388-28ELTED,BB388-28ED,NonSuscription,BB388-28,Christmas Passion,Decks the Hall,Mixed,ELT,ED,$9.30 ,2023,,$64.99 ,Colombia,
BB389P23NETED,BB389P23ED,NonSuscription,BB389P23,Sage,Sage,Preserved Collection,NET,ED,$22.56 ,2023,MAY,price not avail,,
BB392-27ELTCM,BB392-27CM,NonSuscription,BB392-27,Winter Magic,Winter Magic,Mixed,ELT,CM,$8.80 ,2023,,not avail,Colombia,
BB395-23ELTED,BB395-23ED,NonSuscription,BB395-23,Snow Blossoms,Serene,Mixed,ELT,ED,$9.45 ,2024,JAN,$59.99 ,Colombia,
BB395-23ELTVD,BB395-23VD,NonSuscription,BB395-23,Snow Blossoms,Serene,Mixed,ELT,VD,$13.70 ,2024,JAN,$59.99 ,Colombia,
BB395-23ELTMD,BB395-23MD,NonSuscription,BB395-23,Snow Blossoms,Serene,Mixed,ELT,MD,$10.75 ,2024,,$59.99 ,Colombia,
BB395-23ELTFL,BB395-23FL,NonSuscription,BB395-23,Snow Blossoms,Serene,Mixed,ELT,FL,$9.45 ,2024,,$59.99 ,Colombia,
BB395-23ELTCM,BB395-23CM,NonSuscription,BB395-23,Snow Blossoms,Serene,Mixed,ELT,CM,$9.45 ,2024,,$59.99 ,Colombia,
BB395-23ELTED,BB395-23ED,NonSuscription,BB395-23,Snow Blossoms,Serene,Mixed,ELT,ED,$9.45 ,2024,,$59.99 ,Colombia,
BB395-23ELTVD,BB395-23VD,NonSuscription,BB395-23,Snow Blossoms,Serene,Mixed,ELT,VD,$13.70 ,2024,,$59.99 ,Colombia,
BB395-23ELTFL,BB395-23FL,NonSuscription,BB395-23,Snow Blossoms,Serene,Mixed,ELT,FL,$9.45 ,2023,,$59.99 ,Colombia,
BB395-23ELTCM,BB395-23CM,NonSuscription,BB395-23,Snow Blossoms,Serene,Mixed,ELT,CM,$9.45 ,2023,,$59.99 ,Colombia,
BB397P28NETED,BB397P28ED,NonSuscription,BB397P28,Flush,Flush,Preserved Collection,NET,ED,$23.06 ,2024,JAN,$69.99 ,Ecuador,
BB399P27NETED,BB399P27ED,NonSuscription,BB399P27,Amethyst,Amethyst,Preserved Collection,NET,ED,$24.32 ,2024,JAN,$69.99 ,Ecuador,
BB400-25ELTCM,BB400-25CM,NonSuscription,BB400-25,Home For the Holidays,Home for the Holidays,Mixed,ELT,CM,$9.90 ,,,$59.99 ,Colombia,
BB409-30ELTFL,BB409-30FL,NonSuscription,BB409-30,AUTUMM IN NEW YORK,Colors of Fall,Mixed,ELT,FL,$15.30 ,2023,,$79.99 ,Colombia,
BB413-24MGFED,BB413-24ED,NonSuscription,BB413-24,Lush and Loving It,Lush and Loving it,Tropical,MGF,ED,$9.15 ,2023,,price not avail,Ecuador,
BB413-24MGFVD,BB413-24VD,NonSuscription,BB413-24,Lush and Loving It,Lush and Loving it,Tropical,MGF,VD,$9.15 ,2023,,price not avail,Ecuador,
BB413-24MGFMD,BB413-24MD,NonSuscription,BB413-24,Lush and Loving It,Lush and Loving it,Tropical,MGF,MD,$9.15 ,2023,,price not avail,Ecuador,
BB415-28MGFED,BB415-28ED,NonSuscription,BB415-28,Bloom with a view,Bloom with a view,Tropical,MGF,ED,$9.30 ,2024,JAN,$69.99 ,Ecuador,
BB415-28MGFCM,BB415-28CM,NonSuscription,BB415-28,Bloom with a view,Bloom with a view,Tropical,MGF,CM,$14.87 ,2024,JAN,$69.99 ,Ecuador,
BB415-28MGFVD,BB415-28VD,NonSuscription,BB415-28,Bloom with a view,Bloom with a view,Tropical,MGF,VD,$9.30 ,2024,JAN,$69.99 ,Ecuador,
BB415-28MGFMD,BB415-28MD,NonSuscription,BB415-28,Bloom with a view,Bloom with a view,Tropical,MGF,MD,$9.30 ,2024,JAN,$69.99 ,Ecuador,
BB422PGNCED,BB422PED,NonSuscription,BB422P,Coffee Plant,Coffee Plant,Plants,GNC,ED,$24.00 ,2023,MAR,price not avail,,
BB463PGNCED,BB463PED,NonSuscription,BB463P,5” Peperomia Raindrop in White Ceramic,Raindrop Pepperomia,Plants,GNC,ED,$24.00 ,2023,,$59.99 ,USA,
BB463PGNCVD,BB463PVD,NonSuscription,BB463P,5” Peperomia Raindrop in White Ceramic,Raindrop Pepperomia,Plants,GNC,VD,$24.00 ,2023,,$59.99 ,USA,
BB463PGNCMD,BB463PMD,NonSuscription,BB463P,5” Peperomia Raindrop in White Ceramic,Raindrop Pepperomia,Plants,GNC,MD,$24.00 ,2023,,$59.99 ,USA,
BB496PGNCED,BB496PED,NonSuscription,BB496P,ZZ Plant,ZZ Plant,Plants,GNC,ED,$24.50 ,2024,JAN,$59.99 ,USA,
BB496PGNCCM,BB496PCM,NonSuscription,BB496P,ZZ Plant,ZZ Plant,Plants,GNC,CM,$24.50 ,2024,JAN,$59.99 ,USA,
BB496PGNCVD,BB496PVD,NonSuscription,BB496P,ZZ Plant,ZZ Plant,Plants,GNC,VD,$24.50 ,2024,JAN,$59.99 ,USA,
BB496PGNCMD,BB496PMD,NonSuscription,BB496P,ZZ Plant,ZZ Plant,Plants,GNC,MD,$24.50 ,2024,JAN,$59.99 ,USA,
BB503-32ELTCM,BB503-32CM,NonSuscription,BB503-32,XMAS STARZ,Premium Sugar and Spice,Mixed,ELT,CM,$16.10 ,2024,,$69.99 ,Colombia,
BB505-21SVGCM,BB505-21CM,NonSuscription,BB505-21,White Tulips with Greens,Tulips in the Snow,Tulip,SVG,CM,$10.40 ,2023,,$59.99 ,USA,Inactive
BB505-21SVGED,BB505-21ED,NonSuscription,BB505-21,White Tulips with Greens,Tulips in the Snow,Tulip,SVG,ED,$10.40 ,2023,,$59.99 ,USA,Inactive
BB505-21SVGMD,BB505-21MD,NonSuscription,BB505-21,White Tulips with Greens,Tulips in the Snow,Tulip,SVG,MD,$10.40 ,2023,,$59.99 ,USA,Inactive
BB505-21SVGVD,BB505-21VD,NonSuscription,BB505-21,White Tulips with Greens,Tulips in the Snow,Tulip,SVG,VD,$10.40 ,2023,,$59.99 ,USA,Inactive
BB525-23MELFL,BB525-23FL,NonSuscription,BB525-23,Fall Firelight Festival,Fall Firelight Festival,Mixed,MEL,FL,$13.95 ,2023,,$69.99 ,USA,
BB525-23MELED,BB525-23ED,NonSuscription,BB525-23,Fall Firelight Festival,Fall Firelight Festival,Mixed,MEL,ED,$13.95 ,2023,,$69.99 ,USA,
BB537-30ELTCM,BB537-30CM,NonSuscription,BB537-30,Christmas blast,Christmas blast,Mixed,ELT,CM,$9.35 ,2023,,not avail,USA,
BB541-31ELTFL,BB541-31FL,NonSuscription,BB541-31,Pieces Of Autumn,Pieces Of Autumn,Mixed,ELT,FL,$10.70 ,2023,,not avail,Colombia,
BB553-27ELTFL,BB553-27FL,NonSuscription,BB553-27,The Auburm,The Auburn,Mixed,ELT,FL,$12.85 ,2023,,$69.99 ,Colombia,
BB557-30ELTFL,BB557-30FL,NonSuscription,BB557-30,Geneva,Berry Blossoms,Mixed,ELT,FL,$12.15 ,2023,,$74.99 ,Colombia,
BB561-27ELTED,BB561-27ED,NonSuscription,BB561-27,Barcelona,Misty Meadows,Mixed,ELT,ED,$11.05 ,2023,MAY,price not avail,Colombia,
BB561-27ELTVD,BB561-27VD,NonSuscription,BB561-27,Barcelona,Misty Meadows,Mixed,ELT,VD,$14.45 ,2023,MAY,price not avail,Colombia,
BB561-27ELTMD,BB561-27MD,NonSuscription,BB561-27,Barcelona,Misty Meadows,Mixed,ELT,MD,$12.10 ,2023,MAY,price not avail,Colombia,
BB561-27ELTFL,BB561-27FL,NonSuscription,BB561-27,Barcelona,Misty Meadows,Mixed,ELT,FL,$12.10 ,2023,MAY,price not avail,Colombia,
BB561-27ELTCM,BB561-27CM,NonSuscription,BB561-27,Barcelona,Misty Meadows,Mixed,ELT,CM,$12.10 ,2023,MAY,price not avail,Colombia,
BB562-26ELTED,BB562-26ED,NonSuscription,BB562-26,PF-Cleo,Winter Joy,Mixed,ELT,ED,$9.20 ,2024,JAN,$69.99 ,Colombia,
BB562-26ELTVD,BB562-26VD,NonSuscription,BB562-26,PF-Cleo,Winter Joy,Mixed,ELT,VD,$13.80 ,2024,JAN,$69.99 ,Colombia,
BB562-26ELTMD,BB562-26MD,NonSuscription,BB562-26,PF-Cleo,Winter Joy,Mixed,ELT,MD,$10.90 ,2024,,$69.99 ,Colombia,
BB562-26ELTFL,BB562-26FL,NonSuscription,BB562-26,PF-Cleo,Winter Joy,Mixed,ELT,FL,$10.90 ,2024,,$69.99 ,Colombia,
BB562-26ELTCM,BB562-26CM,NonSuscription,BB562-26,PF-Cleo,Winter Joy,Mixed,ELT,CM,$10.90 ,2024,,$69.99 ,Colombia,
BB563-32ELTFL,BB563-32FL,NonSuscription,BB563-32,Hanoi,Boho Fall,Mixed,ELT,FL,$14.30 ,2023,,$79.99 ,Colombia,
BB568-27ELTSO,BB568-27SO,NonSuscription,BB568-27,Cusco,Pastel Garden,Mixed,ELT,SO,$9.60 ,2024,JAN,$69.99 ,Colombia,
BB568-27ELTED,BB568-27ED,NonSuscription,BB568-27,Cusco,Pastel Garden,Mixed,ELT,ED,$9.60 ,2024,JAN,$69.99 ,Colombia,
BB568-27ELTVD,BB568-27VD,NonSuscription,BB568-27,Cusco,Pastel Garden,Mixed,ELT,VD,$13.10 ,2024,JAN,$69.99 ,Colombia,
BB568-27ELTMD,BB568-27MD,NonSuscription,BB568-27,Cusco,Pastel Garden,Mixed,ELT,MD,$10.90 ,2024,,$69.99 ,Colombia,
BB568-27ELTFL,BB568-27FL,NonSuscription,BB568-27,Cusco,Pastel Garden,Mixed,ELT,FL,$10.90 ,2024,,$69.99 ,Colombia,
BB568-27ELTCM,BB568-27CM,NonSuscription,BB568-27,Cusco,Pastel Garden,Mixed,ELT,CM,$10.30 ,2024,,$69.99 ,Colombia,
BB576-19MELED,BB576-19ED,NonSuscription,BB576-19,Winter in the Sierras,Winter in the Sierras,Mixed,MEL,ED,$16.55 ,2024,JAN,$69.99 ,USA,
BB576-19MELCM,BB576-19CM,NonSuscription,BB576-19,Winter in the Sierras,Winter in the Sierras,Mixed,MEL,CM,$16.55 ,2024,JAN,$69.99 ,USA,
BB578-27ELTED,BB578-27ED,NonSuscription,BB578-27,Lavander Fields,Lavender Fields,Mixed,ELT,ED,$10.80 ,2024,JAN,$64.99 ,Colombia,
BB578-27ELTVD,BB578-27VD,NonSuscription,BB578-27,Lavander Fields,Lavender Fields,Mixed,ELT,VD,$15.95 ,2024,JAN,$74.99 ,Colombia,
BB578-27ELTMD,BB578-27MD,NonSuscription,BB578-27,Lavander Fields,Lavender Fields,Mixed,ELT,MD,$12.30 ,2024,,$64.99 ,Colombia,
BB578-27ELTFL,BB578-27FL,NonSuscription,BB578-27,Lavander Fields,Lavender Fields,Mixed,ELT,FL,$12.30 ,2024,,$64.99 ,Colombia,
BB578-27ELTCM,BB578-27CM,NonSuscription,BB578-27,Lavander Fields,Lavender Fields,Mixed,ELT,CM,$12.30 ,2024,,$64.99 ,Colombia,
BB621-26ELTCM,BB621-26CM,NonSuscription,BB621-26,PF-Grinch,Peppermint Blooms,Mixed,ELT,CM,$10.75 ,2023,,$59.99 ,Colombia,
BB621-26ELTED,BB621-26ED,NonSuscription,BB621-26,PF-Grinch,Peppermint Blooms,Mixed,ELT,ED,$8.95 ,2023,,$59.99 ,Colombia,
BB622-30ELTCM,BB622-30CM,NonSuscription,BB622-30,Double Xmas,Double Xmas,Mixed,ELT,CM,$11.95 ,2023,,not avail,USA,
BB629-18AGXED,BB629-18ED,NonSuscription,BB629-18,Queen Crown Roses x18,Queens Crown Rose,Roses,AGX,ED,$10.80 ,2024,JAN,$69.99 ,Ecuador,
BB629-18AGXMD,BB629-18MD,NonSuscription,BB629-18,Queen Crown Roses x18,Queens Crown Rose,Roses,AGX,MD,$10.80 ,2024,JAN,$69.99 ,Ecuador,
BB629-18AGXVD,BB629-18VD,NonSuscription,BB629-18,Queen Crown Roses x18,Queens Crown Rose,Roses,AGX,VD,$10.80 ,2024,JAN,$69.99 ,Colombia,
BB633BBRUED,BB633BED,NonSuscription,BB633B,Ginseng Grafted Ficus,Ginseng Grafted Ficus,Bonsai,BRU,ED,$23.80 ,2024,JAN,$89.99 ,USA,
BB633BBRUVD,BB633BVD,NonSuscription,BB633B,Ginseng Grafted Ficus,Ginseng Grafted Ficus,Bonsai,BRU,VD,$23.80 ,2024,JAN,$89.99 ,USA,
BB633BBRUMD,BB633BMD,NonSuscription,BB633B,Ginseng Grafted Ficus,Ginseng Grafted Ficus,Bonsai,BRU,MD,$23.80 ,2024,JAN,$89.99 ,USA,
BB635BBRUED,BB635BED,NonSuscription,BB635B,Ponytail Palm,Ponytail Palm,Bonsai,BRU,ED,$30.30 ,2024,JAN,$104.99 ,USA,
BB635BBRUVD,BB635BVD,NonSuscription,BB635B,Ponytail Palm,Ponytail Palm,Bonsai,BRU,VD,$30.30 ,2024,JAN,$104.99 ,USA,
BB635BBRUMD,BB635BMD,NonSuscription,BB635B,Ponytail Palm,Ponytail Palm,Bonsai,BRU,MD,$30.30 ,2024,JAN,$104.99 ,USA,
BB639BBRUED,BB639BED,NonSuscription,BB639B,Fulkien Tea,Fukien Tea,Bonsai,BRU,ED,$35.30 ,2024,JAN,$89.99 ,USA,
BB639BBRUVD,BB639BVD,NonSuscription,BB639B,Fulkien Tea,Fukien Tea,Bonsai,BRU,VD,$35.30 ,2024,JAN,$89.99 ,USA,
BB639BBRUMD,BB639BMD,NonSuscription,BB639B,Fulkien Tea,Fukien Tea,Bonsai,BRU,MD,$35.30 ,2024,JAN,$89.99 ,USA,
BB640-28ELTED,BB640-28ED,NonSuscription,BB640-28,Rio,Spring Sherbet,Mixed,ELT,ED,$9.65 ,2024,JAN,$69.99 ,Colombia,
BB640-28ELTVD,BB640-28VD,NonSuscription,BB640-28,Rio,Spring Sherbet,Mixed,ELT,VD,$13.00 ,2024,JAN,$69.99 ,Colombia,
BB640-28ELTMD,BB640-28MD,NonSuscription,BB640-28,Rio,Spring Sherbet,Mixed,ELT,MD,$8.75 ,2024,,$69.99 ,Colombia,
BB640-28ELTFL,BB640-28FL,NonSuscription,BB640-28,Rio,Spring Sherbet,Mixed,ELT,FL,$8.75 ,2024,,$69.99 ,Colombia,
BB640-28ELTCM,BB640-28CM,NonSuscription,BB640-28,Rio,Spring Sherbet,Mixed,ELT,CM,$8.75 ,2024,,$69.99 ,Colombia,
BB641-22ELTED,BB641-22ED,NonSuscription,BB641-22,Oslo,Lavender Wishes,Mixed,ELT,ED,$8.25 ,2024,JAN,$64.99 ,Colombia,
BB641-22ELTVD,BB641-22VD,NonSuscription,BB641-22,Oslo,Lavender Wishes,Mixed,ELT,VD,$9.75 ,2024,JAN,$64.99 ,Colombia,
BB641-22ELTMD,BB641-22MD,NonSuscription,BB641-22,Oslo,Lavender Wishes,Mixed,ELT,MD,$8.75 ,2024,,$64.99 ,Colombia,
BB641-22ELTFL,BB641-22FL,NonSuscription,BB641-22,Oslo,Lavender Wishes,Mixed,ELT,FL,$8.75 ,2024,,$64.99 ,Colombia,
BB641-22ELTCM,BB641-22CM,NonSuscription,BB641-22,Oslo,Lavender Wishes,Mixed,ELT,CM,$8.75 ,2024,,$64.99 ,Colombia,
BB642BBRUED,BB642BED,NonSuscription,BB642B,Satsuki Azalea,Satsuki Azalea,Bonsai,BRU,ED,$26.00 ,2024,JAN,$74.99 ,USA,
BB642BBRUCM,BB642BCM,NonSuscription,BB642B,Satsuki Azalea,Satsuki Azalea,Bonsai,BRU,CM,$26.00 ,2024,JAN,$74.99 ,USA,
BB642BBRUVD,BB642BVD,NonSuscription,BB642B,Satsuki Azalea,Satsuki Azalea,Bonsai,BRU,VD,$26.00 ,2024,JAN,$74.99 ,USA,
BB642BBRUMD,BB642BMD,NonSuscription,BB642B,Satsuki Azalea,Satsuki Azalea,Bonsai,BRU,MD,$26.00 ,2024,JAN,$74.99 ,USA,
BB645BBRUED,BB645BED,NonSuscription,BB645B,Hawaiian Umbrella,Hawaiian Umbrella,Bonsai,BRU,ED,$31.70 ,2024,JAN,$94.99 ,USA,
BB645BBRUVD,BB645BVD,NonSuscription,BB645B,Hawaiian Umbrella,Hawaiian Umbrella,Bonsai,BRU,VD,$31.70 ,2024,JAN,$94.99 ,USA,
BB645BBRUMD,BB645BMD,NonSuscription,BB645B,Hawaiian Umbrella,Hawaiian Umbrella,Bonsai,BRU,MD,$31.70 ,2024,JAN,$94.99 ,USA,
BB648BBRUED,BB648BED,NonSuscription,BB648B,Golden Gate Ficus,Golden Gate Ficus,Bonsai,BRU,ED,$49.70 ,2024,JAN,$109.99 ,USA,
BB648BBRUCM,BB648BCM,NonSuscription,BB648B,Golden Gate Ficus,Golden Gate Ficus,Bonsai,BRU,CM,$49.70 ,2024,JAN,$109.99 ,USA,
BB648BBRUVD,BB648BVD,NonSuscription,BB648B,Golden Gate Ficus,Golden Gate Ficus,Bonsai,BRU,VD,$49.70 ,2024,JAN,$109.99 ,USA,
BB648BBRUMD,BB648BMD,NonSuscription,BB648B,Golden Gate Ficus,Golden Gate Ficus,Bonsai,BRU,MD,$49.70 ,2024,JAN,$109.99 ,USA,
BB655BBRUED,BB655BED,NonSuscription,BB655B,Green mound Juniper,Green Mound Juniper,Bonsai,BRU,ED,$23.80 ,2024,JAN,$69.99 ,USA,
BB655BBRUCM,BB655BCM,NonSuscription,BB655B,Green mound Juniper,Green Mound Juniper,Bonsai,BRU,CM,$23.80 ,2024,JAN,$69.99 ,USA,
BB655BBRUVD,BB655BVD,NonSuscription,BB655B,Green mound Juniper,Green Mound Juniper,Bonsai,BRU,VD,$23.80 ,2024,JAN,$69.99 ,USA,
BB655BBRUMD,BB655BMD,NonSuscription,BB655B,Green mound Juniper,Green Mound Juniper,Bonsai,BRU,MD,$23.80 ,2024,JAN,$69.99 ,USA,
BB657BBRUED,BB657BED,NonSuscription,BB657B,Fringe Flower,Fringe Flower,Bonsai,BRU,ED,$32.40 ,2024,JAN,price not avail,USA,
BB657BBRUCM,BB657BCM,NonSuscription,BB657B,Fringe Flower,Fringe Flower,Bonsai,BRU,CM,$32.40 ,2024,JAN,price not avail,USA,
BB657BBRUVD,BB657BVD,NonSuscription,BB657B,Fringe Flower,Fringe Flower,Bonsai,BRU,VD,$32.40 ,2024,JAN,price not avail,USA,
BB657BBRUMD,BB657BMD,NonSuscription,BB657B,Fringe Flower,Fringe Flower,Bonsai,BRU,MD,$32.40 ,2024,JAN,price not avail,USA,
BB658-26ELTED,BB658-26ED,NonSuscription,BB658-26,Brussels,Preciously Pink,Mixed,ELT,ED,$7.50 ,2024,JAN,$64.99 ,Colombia,
BB658-26ELTVD,BB658-26VD,NonSuscription,BB658-26,Brussels,Preciously Pink,Mixed,ELT,VD,$11.95 ,2024,JAN,$64.99 ,Colombia,
BB658-26ELTFL,BB658-26FL,NonSuscription,BB658-26,Brussels,Preciously Pink,Mixed,ELT,FL,$9.05 ,2024,,$64.99 ,Colombia,
BB658-26ELTCM,BB658-26CM,NonSuscription,BB658-26,Brussels,Preciously Pink,Mixed,ELT,CM,$9.05 ,2024,,$64.99 ,Colombia,
BB658-26ELTMD,BB658-26MD,NonSuscription,BB658-26,Brussels,Preciously Pink,Mixed,ELT,MD,$9.05 ,2024,,$64.99 ,Colombia,
BB659-25SVGED,BB659-25ED,NonSuscription,BB659-25,Assorted Rainbow Tulips x25,A Tulip for Everyone,Tulip,SVG,ED,$13.00 ,2024,JAN,$64.99 ,USA,Active
BB659-25SVGCM,BB659-25CM,NonSuscription,BB659-25,Assorted Rainbow Tulips x25,A Tulip for Everyone,Tulip,SVG,CM,$13.00 ,2024,JAN,$64.99 ,USA,Active
BB659-25SVGMD,BB659-25MD,NonSuscription,BB659-25,Assorted Rainbow Tulips x25,A Tulip for Everyone,Tulip,SVG,MD,$13.00 ,2024,JAN,$64.99 ,USA,Active
BB659-25SVGVD,BB659-25VD,NonSuscription,BB659-25,Assorted Rainbow Tulips x25,A Tulip for Everyone,Tulip,SVG,VD,$13.00 ,2024,JAN,$64.99 ,USA,Active
BB660BBRUED,BB660BED,NonSuscription,BB660B,Gardenia,Gardenia,Bonsai,BRU,ED,$31.00 ,2024,JAN,$84.99 ,USA,
BB660BBRUCM,BB660BCM,NonSuscription,BB660B,Gardenia,Gardenia,Bonsai,BRU,CM,$31.00 ,2024,JAN,$84.99 ,USA,
BB660BBRUVD,BB660BVD,NonSuscription,BB660B,Gardenia,Gardenia,Bonsai,BRU,VD,$31.00 ,2024,JAN,$84.99 ,USA,
BB660BBRUMD,BB660BMD,NonSuscription,BB660B,Gardenia,Gardenia,Bonsai,BRU,MD,$31.00 ,2024,JAN,$84.99 ,USA,
BB661-26ELTED,BB661-26ED,NonSuscription,BB661-26,PF Zeus,Peachy Perfect,Mixed,ELT,ED,$9.90 ,2024,JAN,$69.99 ,Colombia,
BB661-26ELTVD,BB661-26VD,NonSuscription,BB661-26,PF Zeus,Peachy Perfect,Mixed,ELT,VD,$12.80 ,2024,JAN,$69.99 ,Colombia,
BB661-26ELTMD,BB661-26MD,NonSuscription,BB661-26,PF Zeus,Peachy Perfect,Mixed,ELT,MD,$11.10 ,2024,,$69.99 ,Colombia,
BB661-26ELTFL,BB661-26FL,NonSuscription,BB661-26,PF Zeus,Peachy Perfect,Mixed,ELT,FL,$11.10 ,2024,,$69.99 ,Colombia,
